[Name]
User Points

[Data]
"Time [s]","Monitor Point: CMZ1","Monitor Point: CMZ2","Monitor Point: CR1","Monitor Point: CR2","Monitor Point: CX1","Monitor Point: CX2","Monitor Point: CY1","Monitor Point: CY2"
6.03199997e+01,-2.64167935e-02,-1.76467281e-02,1.04396415e+00,1.58658648e+00,1.95677042e-01,-1.35662436e+00,1.02546167e+00,8.22694957e-01
6.03400002e+01,-2.66431570e-02,-1.54486392e-02,1.03587067e+00,1.59903193e+00,1.88130990e-01,-1.36809361e+00,1.01864362e+00,8.27781916e-01
6.03599968e+01,-2.68887281e-02,-1.33344801e-02,1.03026950e+00,1.61052680e+00,1.81626752e-01,-1.37920928e+00,1.01413357e+00,8.31611812e-01
6.03799973e+01,-2.71595009e-02,-1.12717059e-02,1.02761412e+00,1.62104070e+00,1.76083490e-01,-1.38988030e+00,1.01241565e+00,8.34269583e-01
6.03999977e+01,-2.74701416e-02,-9.26163979e-03,1.02819836e+00,1.63060820e+00,1.71407297e-01,-1.40003264e+00,1.01381040e+00,8.35937679e-01
6.04199982e+01,-2.78422441e-02,-7.29908189e-03,1.03213000e+00,1.63921905e+00,1.67487830e-01,-1.40958500e+00,1.01844990e+00,8.36725354e-01
6.04399986e+01,-2.82899849e-02,-5.37395570e-03,1.03931904e+00,1.64701617e+00,1.64176360e-01,-1.41853583e+00,1.02627003e+00,8.36909890e-01
6.04599991e+01,-2.88198926e-02,-3.48653691e-03,1.04952967e+00,1.65405571e+00,1.61334649e-01,-1.42680085e+00,1.03705525e+00,8.36743414e-01
6.04799995e+01,-2.94491258e-02,-1.65830518e-03,1.06238413e+00,1.66029501e+00,1.58828765e-01,-1.43423533e+00,1.05044436e+00,8.36390078e-01
6.05000000e+01,-3.01655345e-02,1.10158799e-04,1.07738233e+00,1.66572142e+00,1.56493261e-01,-1.44073284e+00,1.06595623e+00,8.36012363e-01
6.05200005e+01,-3.09583638e-02,1.80790597e-03,1.09393489e+00,1.67025256e+00,1.54195860e-01,-1.44609320e+00,1.08301306e+00,8.35797787e-01
6.05399971e+01,-3.18049714e-02,3.42196785e-03,1.11138713e+00,1.67375743e+00,1.51830673e-01,-1.45010865e+00,1.10096717e+00,8.35852027e-01
6.05599976e+01,-3.32210287e-02,5.26945246e-03,1.12574267e+00,1.67610812e+00,1.50475368e-01,-1.45198941e+00,1.11564052e+00,8.37296247e-01
6.05799980e+01,-3.37834470e-02,6.33225730e-03,1.14823294e+00,1.67824221e+00,1.46398097e-01,-1.45477402e+00,1.13886189e+00,8.36737335e-01
6.05999985e+01,-3.45579311e-02,7.67963612e-03,1.16396189e+00,1.67673540e+00,1.43611491e-01,-1.45307744e+00,1.15506840e+00,8.36664557e-01
6.06199989e+01,-3.53217646e-02,9.17214435e-03,1.17772579e+00,1.67373443e+00,1.40410662e-01,-1.44957626e+00,1.16932583e+00,8.36728930e-01
6.06399994e+01,-3.61059532e-02,1.07947867e-02,1.18885851e+00,1.66907442e+00,1.36731535e-01,-1.44413555e+00,1.18096948e+00,8.36828470e-01
6.06599998e+01,-3.68915014e-02,1.25487596e-02,1.19679773e+00,1.66254508e+00,1.32526711e-01,-1.43660021e+00,1.18943751e+00,8.36801052e-01
6.06800003e+01,-3.76474001e-02,1.44483196e-02,1.20117855e+00,1.65399861e+00,1.27757788e-01,-1.42686927e+00,1.19436502e+00,8.36513937e-01
6.06999969e+01,-3.82776037e-02,1.65056698e-02,1.20180523e+00,1.64336789e+00,1.22244917e-01,-1.41491640e+00,1.19557178e+00,8.35864604e-01
6.07199974e+01,-3.87125947e-02,1.87495276e-02,1.19870079e+00,1.63081276e+00,1.15919873e-01,-1.40087259e+00,1.19308269e+00,8.34928930e-01
6.07399979e+01,-3.89581695e-02,2.11954899e-02,1.19206667e+00,1.61664498e+00,1.08852640e-01,-1.38493454e+00,1.18708634e+00,8.33964884e-01
6.07599983e+01,-3.90517339e-02,2.38606501e-02,1.18235564e+00,1.60131252e+00,1.01261139e-01,-1.36739612e+00,1.17801154e+00,8.33324254e-01
6.07799988e+01,-3.90267149e-02,2.67204754e-02,1.17013538e+00,1.58532119e+00,9.34175029e-02,-1.34860659e+00,1.16640043e+00,8.33368778e-01
6.07999992e+01,-3.89123857e-02,2.97145732e-02,1.15598619e+00,1.56910694e+00,8.55759084e-02,-1.32891381e+00,1.15281427e+00,8.34316790e-01
6.08199997e+01,-3.87212336e-02,3.27616744e-02,1.14047956e+00,1.55306137e+00,7.79608786e-02,-1.30868256e+00,1.13781178e+00,8.36271167e-01
6.08400002e+01,-3.84668931e-02,3.57753560e-02,1.12417662e+00,1.53748024e+00,7.07674846e-02,-1.28826404e+00,1.12194705e+00,8.39178920e-01
6.08599968e+01,-3.81538086e-02,3.86863574e-02,1.10752511e+00,1.52252948e+00,6.41136244e-02,-1.26795149e+00,1.10566783e+00,8.42849493e-01
6.08799973e+01,-3.77644375e-02,4.14546654e-02,1.09088719e+00,1.50838065e+00,5.80006354e-02,-1.24808991e+00,1.08934426e+00,8.47044110e-01
6.08999977e+01,-3.72704193e-02,4.41073515e-02,1.07449484e+00,1.49522126e+00,5.22863679e-02,-1.22905719e+00,1.07322192e+00,8.51530910e-01
6.09199982e+01,-3.66880782e-02,4.66322973e-02,1.05852807e+00,1.48304236e+00,4.68573347e-02,-1.21103656e+00,1.05749047e+00,8.56040299e-01
6.09399986e+01,-3.60433683e-02,4.90201786e-02,1.04310036e+00,1.47175801e+00,4.15698141e-02,-1.19416785e+00,1.04227161e+00,8.60252738e-01
6.09599991e+01,-3.53544094e-02,5.12888916e-02,1.02831399e+00,1.46133745e+00,3.62369530e-02,-1.17861092e+00,1.02767527e+00,8.63934934e-01
6.09799995e+01,-3.46281156e-02,5.34440055e-02,1.01426613e+00,1.45166814e+00,3.06587555e-02,-1.16443872e+00,1.01380265e+00,8.66846442e-01
6.10000000e+01,-3.38843986e-02,5.54981343e-02,1.00111830e+00,1.44265509e+00,2.47360114e-02,-1.15172696e+00,1.00081265e+00,8.68779838e-01
6.10200005e+01,-3.31401713e-02,5.74568436e-02,9.89045978e-01,1.43420672e+00,1.84780154e-02,-1.14050984e+00,9.88873363e-01,8.69589686e-01
6.10399971e+01,-3.24209519e-02,5.92978708e-02,9.78285253e-01,1.42621541e+00,1.20057222e-02,-1.13072014e+00,9.78211582e-01,8.69230926e-01
6.10599976e+01,-3.17506678e-02,6.10031411e-02,9.69046474e-01,1.41861296e+00,5.52425487e-03,-1.12225115e+00,9.69030738e-01,8.67764354e-01
6.10799980e+01,-3.11427228e-02,6.25695512e-02,9.61556435e-01,1.41137373e+00,-6.91442634e-04,-1.11498725e+00,9.61556196e-01,8.65320325e-01
6.10999985e+01,-3.06041893e-02,6.39949888e-02,9.55969930e-01,1.40447271e+00,-6.34691631e-03,-1.10877109e+00,9.55948889e-01,8.62073123e-01
6.11199989e+01,-3.01167369e-02,6.52614981e-02,9.52411234e-01,1.39784920e+00,-1.11770676e-02,-1.10338497e+00,9.52345669e-01,8.58209729e-01
6.11399994e+01,-2.96918843e-02,6.63415343e-02,9.50951457e-01,1.39148855e+00,-1.48993377e-02,-1.09863758e+00,9.50834751e-01,8.53953123e-01
6.11599998e+01,-2.93374211e-02,6.72152340e-02,9.51556027e-01,1.38537753e+00,-1.72861665e-02,-1.09433639e+00,9.51399028e-01,8.49528611e-01
6.11800003e+01,-2.90545970e-02,6.78638816e-02,9.54096913e-01,1.37942803e+00,-1.81989484e-02,-1.09024680e+00,9.53923345e-01,8.45093727e-01
6.11999969e+01,-2.88467612e-02,6.82222992e-02,9.58419502e-01,1.37336206e+00,-1.75931212e-02,-1.08604467e+00,9.58257973e-01,8.40613008e-01
6.12199974e+01,-2.87114438e-02,6.82853833e-02,9.64312732e-01,1.36694491e+00,-1.55248111e-02,-1.08146715e+00,9.64187741e-01,8.36042583e-01
6.12399979e+01,-2.86536850e-02,6.80702552e-02,9.71561193e-01,1.35990155e+00,-1.21153267e-02,-1.07630134e+00,9.71485615e-01,8.31208587e-01
6.12599983e+01,-2.86502130e-02,6.75504357e-02,9.79945362e-01,1.35177231e+00,-7.57596130e-03,-1.07021284e+00,9.79916096e-01,8.25792193e-01
6.12799988e+01,-2.86724679e-02,6.67292550e-02,9.89258647e-01,1.34218347e+00,-2.12247763e-03,-1.06290162e+00,9.89256322e-01,8.19570959e-01
6.12999992e+01,-2.86958907e-02,6.56548366e-02,9.99302566e-01,1.33091772e+00,4.05280432e-03,-1.05421686e+00,9.99294341e-01,8.12384725e-01
6.13199997e+01,-2.87022796e-02,6.44046366e-02,1.00988400e+00,1.31788003e+00,1.08344527e-02,-1.04414189e+00,1.00982583e+00,8.04099143e-01
6.13400002e+01,-2.86705680e-02,6.30680621e-02,1.02081931e+00,1.30308640e+00,1.81450341e-02,-1.03271985e+00,1.02065802e+00,7.94684708e-01
6.13599968e+01,-2.85730064e-02,6.16778843e-02,1.03191781e+00,1.28655994e+00,2.59652473e-02,-1.02001226e+00,1.03159106e+00,7.84099162e-01
6.13799973e+01,-2.84060575e-02,6.02814779e-02,1.04300344e+00,1.26841676e+00,3.43582332e-02,-1.00612926e+00,1.04243743e+00,7.72389174e-01
6.13999977e+01,-2.81552579e-02,5.89432903e-02,1.05388570e+00,1.24891770e+00,4.33781780e-02,-9.91279423e-01,1.05299258e+00,7.59710729e-01
6.14199982e+01,-2.78261490e-02,5.76347522e-02,1.06437504e+00,1.22813118e+00,5.30901402e-02,-9.75524247e-01,1.06305015e+00,7.46095538e-01
6.14399986e+01,-2.74168849e-02,5.63719347e-02,1.07423556e+00,1.20626974e+00,6.35016263e-02,-9.58996177e-01,1.07235706e+00,7.31719136e-01
6.14599991e+01,-2.69314051e-02,5.51490113e-02,1.08319998e+00,1.18356538e+00,7.45638460e-02,-9.41923380e-01,1.08063054e+00,7.16664016e-01
6.14799995e+01,-2.63765100e-02,5.39861247e-02,1.09097064e+00,1.16030502e+00,8.61408114e-02,-9.24443901e-01,1.08756459e+00,7.01221168e-01
6.15000000e+01,-2.57692728e-02,5.29018044e-02,1.09729254e+00,1.13680291e+00,9.80465338e-02,-9.06668663e-01,1.09290338e+00,6.85764313e-01
6.15200005e+01,-2.51217727e-02,5.18975668e-02,1.10188007e+00,1.11332190e+00,1.10008821e-01,-8.88707459e-01,1.09637487e+00,6.70585334e-01
6.15399971e+01,-2.44385786e-02,5.09747937e-02,1.10447907e+00,1.09010434e+00,1.21722162e-01,-8.70637119e-01,1.09775126e+00,6.55986726e-01
6.15599976e+01,-2.37367693e-02,5.01250699e-02,1.10483503e+00,1.06743002e+00,1.32861212e-01,-8.52539480e-01,1.09681737e+00,6.42326415e-01
6.15799980e+01,-2.30237078e-02,4.93376292e-02,1.10271096e+00,1.04559445e+00,1.43116936e-01,-8.34465444e-01,1.09338427e+00,6.30027950e-01
6.15999985e+01,-2.23144628e-02,4.85888235e-02,1.09791672e+00,1.02478099e+00,1.52221039e-01,-8.16473365e-01,1.08731318e+00,6.19311988e-01
6.16199989e+01,-2.16204934e-02,4.78796288e-02,1.09031594e+00,1.00505817e+00,1.59943268e-01,-7.98558950e-01,1.07852077e+00,6.10283196e-01
6.16399994e+01,-2.09588744e-02,4.71688733e-02,1.07984102e+00,9.86557841e-01,1.66094929e-01,-7.80749023e-01,1.06699073e+00,6.03098154e-01
6.16599998e+01,-2.03469917e-02,4.64207157e-02,1.06651783e+00,9.69532609e-01,1.70544133e-01,-7.63209343e-01,1.05279386e+00,5.97917199e-01
6.16800003e+01,-1.97994541e-02,4.56199385e-02,1.05046809e+00,9.54036951e-01,1.73214138e-01,-7.45960414e-01,1.03608882e+00,5.94751716e-01
6.16999969e+01,-1.93263981e-02,4.47354652e-02,1.03189528e+00,9.39974308e-01,1.74073368e-01,-7.28945911e-01,1.01710677e+00,5.93455613e-01
6.17199974e+01,-1.89341698e-02,4.37271222e-02,1.01106715e+00,9.27117407e-01,1.73140556e-01,-7.12050438e-01,9.96132135e-01,5.93743086e-01
6.17399979e+01,-1.86143760e-02,4.25673313e-02,9.88314092e-01,9.15257394e-01,1.70456186e-01,-6.95189416e-01,9.73503709e-01,5.95321536e-01
6.17599983e+01,-1.83405466e-02,4.12298851e-02,9.63976324e-01,9.04269338e-01,1.66100174e-01,-6.78419888e-01,9.49558377e-01,5.97870767e-01
6.17799988e+01,-1.80960987e-02,3.96978334e-02,9.38446999e-01,8.93863499e-01,1.60230801e-01,-6.61719203e-01,9.24666882e-01,6.00932300e-01
6.17999992e+01,-1.78671069e-02,3.79684083e-02,9.12145257e-01,8.83749068e-01,1.53057143e-01,-6.45117223e-01,8.99212182e-01,6.04016721e-01
6.18199997e+01,-1.74004138e-02,3.54771428e-02,8.97898555e-01,8.72267008e-01,1.50731355e-01,-6.28150225e-01,8.85156453e-01,6.05208278e-01
6.18400002e+01,-1.72065794e-02,3.32936347e-02,8.63742292e-01,8.61556411e-01,1.39451444e-01,-6.10758722e-01,8.52410734e-01,6.07662082e-01
6.18599968e+01,-1.70109905e-02,3.10769044e-02,8.29228938e-01,8.51683736e-01,1.26815751e-01,-5.94938040e-01,8.19474459e-01,6.09437346e-01
6.18799973e+01,-1.67996101e-02,2.85481717e-02,7.95881927e-01,8.41036141e-01,1.13921627e-01,-5.79422414e-01,7.87686408e-01,6.09599411e-01
6.18999977e+01,-1.65676028e-02,2.57365797e-02,7.65011966e-01,8.28864098e-01,1.01760417e-01,-5.63650489e-01,7.58213758e-01,6.07711911e-01
6.19199982e+01,-1.63115561e-02,2.28302274e-02,7.37975776e-01,8.15289199e-01,9.11971480e-02,-5.47838092e-01,7.32319117e-01,6.03796244e-01
6.19399986e+01,-1.60286464e-02,1.99127756e-02,7.16065168e-01,8.00478280e-01,8.29623565e-02,-5.32250285e-01,7.11242974e-01,5.97892165e-01
6.19599991e+01,-1.58189945e-02,1.74647234e-02,6.98206067e-01,7.83223748e-01,7.44048730e-02,-5.17308652e-01,6.94230258e-01,5.88074148e-01
6.19799995e+01,-1.54687762e-02,1.46873686e-02,6.94250703e-01,7.67173111e-01,7.50447512e-02,-5.03302336e-01,6.90182805e-01,5.79000354e-01
6.20000000e+01,-1.51049327e-02,1.14995018e-02,6.96414173e-01,7.48446941e-01,7.93414190e-02,-4.87745911e-01,6.91879809e-01,5.67694247e-01
6.20200005e+01,-1.47259776e-02,7.28726387e-03,6.99344873e-01,7.29733646e-01,8.71230885e-02,-4.70143050e-01,6.93896830e-01,5.58100998e-01
6.20399971e+01,-1.43711539e-02,3.62526882e-03,7.15650320e-01,7.04726577e-01,9.88169163e-02,-4.51526165e-01,7.08795190e-01,5.41076422e-01
6.20599976e+01,-1.40234809e-02,2.46292446e-04,7.40787089e-01,6.78619623e-01,1.14485130e-01,-4.33927238e-01,7.31887043e-01,5.21758318e-01
6.20799980e+01,-1.36728231e-02,-3.30167776e-03,7.73892522e-01,6.50303304e-01,1.33886859e-01,-4.16144907e-01,7.62223005e-01,4.99717712e-01
6.20999985e+01,-1.33009581e-02,-7.12190662e-03,8.13809395e-01,6.19372547e-01,1.56590611e-01,-3.97505432e-01,7.98601985e-01,4.74986047e-01
6.21199989e+01,-1.28862988e-02,-1.09433886e-02,8.59086275e-01,5.86732030e-01,1.81963161e-01,-3.78534615e-01,8.39594305e-01,4.48292345e-01
6.21399994e+01,-1.24221276e-02,-1.44801605e-02,9.07986760e-01,5.53888857e-01,2.09240809e-01,-3.60335469e-01,8.83548677e-01,4.20655698e-01
6.21599998e+01,-1.19037749e-02,-1.76425464e-02,9.58540440e-01,5.22328138e-01,2.37620085e-01,-3.43812048e-01,9.28620756e-01,3.93217444e-01
6.21800003e+01,-1.13392817e-02,-2.04668157e-02,1.00866127e+00,4.93383616e-01,2.66319066e-01,-3.29543233e-01,9.72867727e-01,3.67190212e-01
6.21999969e+01,-1.07545201e-02,-2.29993518e-02,1.05629766e+00,4.68180031e-01,2.94619411e-01,-3.17805111e-01,1.01437879e+00,3.43791306e-01
6.22199974e+01,-1.01778097e-02,-2.52843797e-02,1.09957504e+00,4.47463125e-01,3.21889162e-01,-3.08563173e-01,1.05140507e+00,3.24055552e-01
6.22399979e+01,-9.63074621e-03,-2.73475852e-02,1.13695323e+00,4.31639761e-01,3.47556591e-01,-3.01656127e-01,1.08252811e+00,3.08733642e-01
6.22599983e+01,-9.14073642e-03,-2.92279515e-02,1.16721141e+00,4.20658410e-01,3.71156335e-01,-2.96763778e-01,1.10662794e+00,2.98135489e-01
6.22799988e+01,-8.71390011e-03,-3.09931971e-02,1.18951309e+00,4.14027512e-01,3.92318994e-01,-2.93399751e-01,1.12295461e+00,2.92122185e-01
6.22999992e+01,-8.35887901e-03,-3.26990783e-02,1.20333219e+00,4.11073595e-01,4.10739809e-01,-2.91044503e-01,1.13106191e+00,2.90300846e-01
6.23199997e+01,-8.06963816e-03,-3.44120674e-02,1.20839250e+00,4.10914034e-01,4.26089764e-01,-2.89065391e-01,1.13077843e+00,2.92047173e-01
6.23400002e+01,-7.82669056e-03,-3.62003334e-02,1.20458972e+00,4.12558347e-01,4.37974095e-01,-2.86721379e-01,1.12214756e+00,2.96639919e-01
6.23599968e+01,-7.61703262e-03,-3.81144844e-02,1.19196761e+00,4.15056348e-01,4.46048975e-01,-2.83321619e-01,1.10536289e+00,3.03316057e-01
6.23799973e+01,-7.43192947e-03,-4.01703976e-02,1.17080963e+00,4.17503893e-01,4.50034976e-01,-2.78233737e-01,1.08086252e+00,3.11280370e-01
6.23999977e+01,-7.26638129e-03,-4.23414633e-02,1.14168501e+00,4.19137448e-01,4.49818015e-01,-2.70952553e-01,1.04933715e+00,3.19782585e-01
6.24199982e+01,-7.15358695e-03,-4.45860550e-02,1.10551500e+00,4.19388592e-01,4.45551544e-01,-2.61188239e-01,1.01175451e+00,3.28127235e-01
6.24399986e+01,-7.09945941e-03,-4.68867719e-02,1.06357706e+00,4.17884171e-01,4.37591195e-01,-2.48940721e-01,9.69386458e-01,3.35642219e-01
6.24599991e+01,-7.10651185e-03,-4.92290519e-02,1.01751864e+00,4.14419800e-01,4.26523447e-01,-2.34376684e-01,9.23808336e-01,3.41776729e-01
6.24799995e+01,-7.18496647e-03,-5.16134389e-02,9.69288409e-01,4.08948332e-01,4.13181812e-01,-2.17730567e-01,8.76812875e-01,3.46167803e-01
6.25000000e+01,-7.32286368e-03,-5.40424995e-02,9.21007097e-01,4.01516318e-01,3.98543626e-01,-1.99352875e-01,8.30311418e-01,3.48530918e-01
6.25200005e+01,-7.48628099e-03,-5.65467067e-02,8.74848604e-01,3.92180085e-01,3.83615106e-01,-1.79595485e-01,7.86256671e-01,3.48641187e-01
6.25399971e+01,-7.65607879e-03,-5.91361597e-02,8.32892120e-01,3.81049603e-01,3.69368345e-01,-1.58862129e-01,7.46509373e-01,3.46354783e-01
6.25599976e+01,-7.82942120e-03,-6.17648140e-02,7.96876132e-01,3.68318915e-01,3.56604338e-01,-1.37683809e-01,7.12632358e-01,3.41616750e-01
6.25799980e+01,-8.02235864e-03,-6.43938631e-02,7.68178344e-01,3.54171634e-01,3.46034586e-01,-1.16586000e-01,6.85826540e-01,3.34432721e-01
6.25999985e+01,-8.23258609e-03,-6.69912919e-02,7.47874260e-01,3.38814914e-01,3.38280827e-01,-9.61232483e-02,6.66994750e-01,3.24893624e-01
6.26199989e+01,-8.44429526e-03,-6.93655834e-02,7.29146779e-01,3.20457906e-01,3.28071117e-01,-7.54311234e-02,6.51171505e-01,3.11453730e-01
6.26399994e+01,-8.46889056e-03,-7.15560019e-02,7.33189285e-01,3.05851609e-01,3.29981744e-01,-6.10542148e-02,6.54735506e-01,2.99695849e-01
6.26599998e+01,-8.56351294e-03,-7.36598223e-02,7.44926512e-01,2.90899575e-01,3.35497439e-01,-4.83926423e-02,6.65099204e-01,2.86846161e-01
6.26800003e+01,-9.06178541e-03,-7.58495778e-02,7.63005912e-01,2.79348642e-01,3.47272247e-01,-3.73433940e-02,6.79396808e-01,2.76841342e-01
6.26999969e+01,-9.34008509e-03,-7.79871792e-02,7.88482547e-01,2.62025028e-01,3.58236998e-01,-2.74992157e-02,7.02403724e-01,2.60578036e-01
6.27199974e+01,-9.36584733e-03,-7.98569247e-02,8.20023060e-01,2.45771512e-01,3.70887399e-01,-2.17744466e-02,7.31355131e-01,2.44805053e-01
6.27399979e+01,-9.27873980e-03,-8.14723223e-02,8.56266201e-01,2.31337950e-01,3.85358632e-01,-2.04009451e-02,7.64650583e-01,2.30436653e-01
6.27599983e+01,-9.21367761e-03,-8.29692036e-02,8.95979345e-01,2.18770966e-01,4.01755512e-01,-2.28785090e-02,8.00856769e-01,2.17571393e-01
6.27799988e+01,-9.19470564e-03,-8.44504088e-02,9.37878191e-01,2.08010003e-01,4.19727743e-01,-2.85413712e-02,8.38715792e-01,2.06042588e-01
6.27999992e+01,-8.76825675e-03,-8.58160257e-02,9.94425774e-01,1.94665238e-01,4.42865700e-01,-3.94463167e-02,8.90366554e-01,1.90626711e-01
6.28199997e+01,-8.78003798e-03,-8.71119350e-02,1.02814448e+00,1.91690668e-01,4.59349483e-01,-4.92510684e-02,9.19825554e-01,1.85255617e-01
6.28400002e+01,-8.85918085e-03,-8.84465128e-02,1.05991185e+00,1.91567793e-01,4.75710213e-01,-6.05614781e-02,9.47160482e-01,1.81743026e-01
6.28599968e+01,-8.92996695e-03,-8.98468122e-02,1.08890951e+00,1.94348887e-01,4.91588622e-01,-7.26894215e-02,9.71629918e-01,1.80243552e-01
6.28799973e+01,-8.90341401e-03,-9.12841111e-02,1.11447644e+00,1.99787527e-01,5.06647289e-01,-8.50067809e-02,9.92656112e-01,1.80800721e-01
6.28999977e+01,-8.75606760e-03,-9.27121192e-02,1.13621938e+00,2.07556501e-01,5.20702124e-01,-9.70805138e-02,1.00988305e+00,1.83453187e-01
6.29199982e+01,-8.52344837e-03,-9.40771401e-02,1.15396440e+00,2.17202723e-01,5.33634245e-01,-1.08572140e-01,1.02316582e+00,1.88119933e-01
6.29399986e+01,-8.22055899e-03,-9.53413099e-02,1.16753423e+00,2.28177115e-01,5.45282662e-01,-1.19215213e-01,1.03237736e+00,1.94557279e-01
6.29599991e+01,-7.71333417e-03,-9.67369676e-02,1.16832149e+00,2.38446251e-01,5.49863517e-01,-1.26878932e-01,1.03083706e+00,2.01886982e-01
6.29799995e+01,-7.15563213e-03,-9.76643711e-02,1.17915380e+00,2.51206011e-01,5.61637998e-01,-1.36546120e-01,1.03680587e+00,2.10854501e-01
6.30000000e+01,-6.73135510e-03,-9.83482525e-02,1.18614101e+00,2.64266789e-01,5.72323382e-01,-1.44362941e-01,1.03893042e+00,2.21351013e-01
6.30200005e+01,-6.40560174e-03,-9.89286378e-02,1.18866408e+00,2.77614266e-01,5.81288218e-01,-1.50591359e-01,1.03683472e+00,2.33220771e-01
6.30399971e+01,-6.11280417e-03,-9.95569751e-02,1.18629491e+00,2.90934294e-01,5.87983131e-01,-1.55342877e-01,1.03032589e+00,2.45990559e-01
6.30599976e+01,-6.02497347e-03,-1.00112043e-01,1.17794859e+00,3.05995286e-01,5.94099641e-01,-1.57372788e-01,1.01715708e+00,2.62425065e-01
6.30799980e+01,-5.77071216e-03,-1.01030782e-01,1.16463375e+00,3.16067249e-01,5.93958616e-01,-1.58253595e-01,1.00179088e+00,2.73595154e-01
6.30999985e+01,-5.40010212e-03,-1.02106251e-01,1.14760733e+00,3.24985504e-01,5.91523588e-01,-1.57458231e-01,9.83413637e-01,2.84292936e-01
6.31199989e+01,-4.97087091e-03,-1.03223696e-01,1.12717974e+00,3.32602918e-01,5.86769581e-01,-1.54775172e-01,9.62411463e-01,2.94396579e-01
6.31399994e+01,-4.56407713e-03,-1.04261883e-01,1.10375464e+00,3.39114755e-01,5.79837978e-01,-1.50243580e-01,9.39181626e-01,3.04015934e-01
6.31599998e+01,-4.23412351e-03,-1.05111547e-01,1.07773268e+00,3.44935030e-01,5.70919335e-01,-1.44206688e-01,9.14088964e-01,3.13344240e-01
6.31800003e+01,-4.01297864e-03,-1.05693713e-01,1.04953754e+00,3.50414962e-01,5.60200632e-01,-1.37258247e-01,8.87527108e-01,3.22414041e-01
6.31999969e+01,-3.93267581e-03,-1.05980732e-01,1.01978099e+00,3.55786979e-01,5.47991395e-01,-1.30051956e-01,8.60034049e-01,3.31165910e-01
6.32199974e+01,-4.01385408e-03,-1.05997197e-01,9.89287913e-01,3.61138970e-01,5.34728944e-01,-1.23157680e-01,8.32319379e-01,3.39490116e-01
6.32399979e+01,-4.24712989e-03,-1.05807863e-01,9.59118843e-01,3.66406798e-01,5.20987213e-01,-1.17005393e-01,8.05283427e-01,3.47222805e-01
6.32599983e+01,-4.63645067e-03,-1.05491407e-01,9.30537999e-01,3.71470124e-01,5.07403016e-01,-1.12048022e-01,7.80027688e-01,3.54168445e-01
6.32799988e+01,-5.15674148e-03,-1.05103523e-01,9.04820919e-01,3.76238257e-01,4.94593322e-01,-1.08636416e-01,7.57679582e-01,3.60212922e-01
6.32999992e+01,-5.73998876e-03,-1.04646146e-01,8.83089125e-01,3.80695879e-01,4.83034104e-01,-1.07041933e-01,7.39272892e-01,3.65337342e-01
6.33199997e+01,-6.31232932e-03,-1.04093671e-01,8.66291702e-01,3.84836048e-01,4.73101765e-01,-1.07566223e-01,7.25696921e-01,3.69497329e-01
6.33400002e+01,-6.85968995e-03,-1.03401527e-01,8.55057716e-01,3.88676524e-01,4.65079755e-01,-1.10434420e-01,7.17512786e-01,3.72657567e-01
6.33599968e+01,-7.35100498e-03,-1.02529600e-01,8.49592090e-01,3.92233849e-01,4.59017605e-01,-1.15699768e-01,7.14919269e-01,3.74781191e-01
6.33799973e+01,-7.81631563e-03,-1.01471521e-01,8.49830031e-01,3.95472586e-01,4.54988420e-01,-1.23488918e-01,7.17772007e-01,3.75698090e-01
6.33999977e+01,-8.25657696e-03,-1.00266047e-01,8.55500221e-01,3.98441344e-01,4.53062385e-01,-1.33910984e-01,7.25682497e-01,3.75264376e-01
6.34199982e+01,-8.65228660e-03,-9.89930779e-02,8.66124153e-01,4.01246518e-01,4.53228176e-01,-1.46911979e-01,7.38075376e-01,3.73384029e-01
6.34399986e+01,-8.99683870e-03,-9.77019668e-02,8.81084859e-01,4.04142886e-01,4.55508083e-01,-1.62336349e-01,7.54203498e-01,3.70105892e-01
6.34599991e+01,-9.28045344e-03,-9.64622945e-02,8.99715006e-01,4.07586396e-01,4.59930122e-01,-1.80045754e-01,7.73273170e-01,3.65664035e-01
6.34799995e+01,-9.50244907e-03,-9.53304246e-02,9.21328843e-01,4.12086964e-01,4.66495007e-01,-1.99829474e-01,7.94499338e-01,3.60394001e-01
6.35000000e+01,-9.66893416e-03,-9.43217129e-02,9.45243239e-01,4.18133616e-01,4.75148588e-01,-2.21419305e-01,8.17140520e-01,3.54695946e-01
6.35200005e+01,-9.76984110e-03,-9.34647694e-02,9.70766127e-01,4.26149637e-01,4.85707700e-01,-2.44405612e-01,8.40520620e-01,3.49097997e-01
6.35399971e+01,-9.80390236e-03,-9.27708000e-02,9.97256935e-01,4.36399221e-01,4.97947633e-01,-2.68318534e-01,8.64042580e-01,3.44164878e-01
6.35599976e+01,-9.78022255e-03,-9.22117531e-02,1.02404547e+00,4.48898882e-01,5.11544645e-01,-2.92668164e-01,8.87125194e-01,3.40375602e-01
6.35799980e+01,-9.69796069e-03,-9.17593166e-02,1.05044627e+00,4.63530660e-01,5.26053548e-01,-3.17039013e-01,9.09233272e-01,3.38152260e-01
6.35999985e+01,-9.57839750e-03,-9.14142877e-02,1.07584548e+00,4.80053365e-01,5.41014314e-01,-3.41054469e-01,9.29917753e-01,3.37835878e-01
6.36199989e+01,-9.41563305e-03,-9.11738202e-02,1.09962356e+00,4.98235732e-01,5.55914402e-01,-3.64545137e-01,9.48752403e-01,3.39625806e-01
