[Name]
User Points

[Data]
"Time [s]","Monitor Point: CMZ1","Monitor Point: CMZ2","Monitor Point: CR1","Monitor Point: CR2","Monitor Point: CX1","Monitor Point: CX2","Monitor Point: CY1","Monitor Point: CY2"
4.25400009e+01,-2.76185367e-02,1.49257733e-02,8.95865798e-01,8.36086214e-01,5.64473309e-02,-4.88372236e-01,8.94085705e-01,6.78625584e-01
4.25599976e+01,-2.71073487e-02,1.21547226e-02,8.91234159e-01,8.10141027e-01,5.94258979e-02,-4.65861589e-01,8.89250755e-01,6.62798166e-01
4.25799980e+01,-2.65705939e-02,9.28565487e-03,8.88793886e-01,7.83067882e-01,6.38064817e-02,-4.42472577e-01,8.86500597e-01,6.46075308e-01
4.25999985e+01,-2.60146968e-02,6.32706052e-03,8.88572395e-01,7.55214036e-01,6.96754605e-02,-4.18212980e-01,8.85836422e-01,6.28845096e-01
4.26199989e+01,-2.54376382e-02,3.28932586e-03,8.90527308e-01,7.26957142e-01,7.71290213e-02,-3.93143505e-01,8.87180924e-01,6.11477613e-01
4.26399994e+01,-2.48461775e-02,1.74894682e-04,8.94589365e-01,6.98639810e-01,8.62637386e-02,-3.67459625e-01,8.90420496e-01,5.94197750e-01
4.26599998e+01,-2.42454112e-02,-2.98895384e-03,9.00643885e-01,6.70464694e-01,9.71806198e-02,-3.41415107e-01,8.95385563e-01,5.77025712e-01
4.26800003e+01,-2.36446373e-02,-6.20388892e-03,9.08549666e-01,6.42696857e-01,1.09937958e-01,-3.15108806e-01,9.01873708e-01,5.60147941e-01
4.27000008e+01,-2.30460074e-02,-9.47861373e-03,9.18141782e-01,6.15595222e-01,1.24517754e-01,-2.88699061e-01,9.09659088e-01,5.43700576e-01
4.27199974e+01,-2.24505588e-02,-1.28216650e-02,9.29214537e-01,5.89253068e-01,1.40807718e-01,-2.62264699e-01,9.18483973e-01,5.27670741e-01
4.27399979e+01,-2.18580365e-02,-1.61913596e-02,9.41497505e-01,5.63819528e-01,1.58579588e-01,-2.35756144e-01,9.28046346e-01,5.12163520e-01
4.27599983e+01,-2.12560911e-02,-1.95342693e-02,9.54624832e-01,5.39494872e-01,1.77462310e-01,-2.09127545e-01,9.37984884e-01,4.97313172e-01
4.27799988e+01,-2.06380878e-02,-2.28072423e-02,9.68154550e-01,5.16334414e-01,1.96979508e-01,-1.82259470e-01,9.47904170e-01,4.83096987e-01
4.27999992e+01,-1.99900661e-02,-2.60068569e-02,9.81559753e-01,4.94550288e-01,2.16572374e-01,-1.54943928e-01,9.57369268e-01,4.69651341e-01
4.28199997e+01,-1.93054751e-02,-2.91312523e-02,9.94276643e-01,4.74384159e-01,2.35662669e-01,-1.26924753e-01,9.65944707e-01,4.57089067e-01
4.28400002e+01,-1.85799431e-02,-3.21632624e-02,1.00571513e+00,4.56167489e-01,2.53666073e-01,-9.81908590e-02,9.73199129e-01,4.45474297e-01
4.28600006e+01,-1.78185236e-02,-3.51114161e-02,1.01533735e+00,4.40263033e-01,2.70058692e-01,-6.87278211e-02,9.78763640e-01,4.34865505e-01
4.28799973e+01,-1.70255732e-02,-3.79752815e-02,1.02269697e+00,4.26994056e-01,2.84424871e-01,-3.85744236e-02,9.82350111e-01,4.25248086e-01
4.28999977e+01,-1.62063166e-02,-4.07763496e-02,1.02749932e+00,4.16635513e-01,2.96471506e-01,-7.87020568e-03,9.83798504e-01,4.16561186e-01
4.29199982e+01,-1.53743904e-02,-4.35759351e-02,1.02960610e+00,4.09386933e-01,3.06049049e-01,2.33478379e-02,9.83067989e-01,4.08720613e-01
4.29399986e+01,-1.45346578e-02,-4.63719964e-02,1.02905130e+00,4.05334055e-01,3.13141257e-01,5.48962615e-02,9.80249524e-01,4.01599437e-01
4.29599991e+01,-1.36938263e-02,-4.91395593e-02,1.02602935e+00,4.04356748e-01,3.17870259e-01,8.64147395e-02,9.75548387e-01,3.95015031e-01
4.29799995e+01,-1.28579587e-02,-5.18918037e-02,1.02084708e+00,4.06248182e-01,3.20465922e-01,1.17653862e-01,9.69242096e-01,3.88838202e-01
4.30000000e+01,-1.20282406e-02,-5.46142347e-02,1.01389849e+00,4.10717934e-01,3.21234822e-01,1.48348927e-01,9.61664379e-01,3.82990628e-01
4.30200005e+01,-1.12090092e-02,-5.72807565e-02,1.00561988e+00,4.17430609e-01,3.20545077e-01,1.78268075e-01,9.53164339e-01,3.77450407e-01
4.30400009e+01,-1.04018254e-02,-5.98746315e-02,9.96469080e-01,4.25948620e-01,3.18822384e-01,2.07199797e-01,9.44088399e-01,3.72156531e-01
4.30599976e+01,-9.61368345e-03,-6.23974502e-02,9.86904144e-01,4.35713708e-01,3.16519529e-01,2.34807178e-01,9.34770107e-01,3.67031366e-01
4.30799980e+01,-8.85413680e-03,-6.48341179e-02,9.77348030e-01,4.45944667e-01,3.14091444e-01,2.60732085e-01,9.25502956e-01,3.61780882e-01
4.30999985e+01,-8.11656378e-03,-6.71790466e-02,9.68150556e-01,4.55974013e-01,3.11938226e-01,2.84666389e-01,9.16520596e-01,3.56198460e-01
4.31199989e+01,-7.40441075e-03,-6.94551617e-02,9.59645867e-01,4.65243012e-01,3.10425341e-01,3.06437045e-01,9.08050835e-01,3.50067675e-01
4.31399994e+01,-6.71920087e-03,-7.16906115e-02,9.52135861e-01,4.73360956e-01,3.09843510e-01,3.25984389e-01,9.00310874e-01,3.43226999e-01
4.31599998e+01,-6.06938964e-03,-7.39141628e-02,9.45871472e-01,4.79869723e-01,3.10427129e-01,3.43257338e-01,8.93480778e-01,3.35334688e-01
4.31800003e+01,-5.46990614e-03,-7.61620775e-02,9.41092014e-01,4.84542102e-01,3.12343657e-01,3.58301282e-01,8.87747526e-01,3.26192021e-01
4.32000008e+01,-4.93362779e-03,-7.84774572e-02,9.37989771e-01,4.87472683e-01,3.15684289e-01,3.71370941e-01,8.83271337e-01,3.15774024e-01
4.32199974e+01,-4.46317485e-03,-8.08691308e-02,9.36670363e-01,4.88934457e-01,3.20480168e-01,3.82803112e-01,8.80138576e-01,3.04168820e-01
4.32399979e+01,-4.07103170e-03,-8.33108798e-02,9.37201023e-01,4.89186764e-01,3.26749414e-01,3.92904282e-01,8.78396571e-01,2.91427374e-01
4.32599983e+01,-3.76396487e-03,-8.57470185e-02,9.39591646e-01,4.88492876e-01,3.34485233e-01,4.01876360e-01,8.78038764e-01,2.77706116e-01
4.32799988e+01,-3.53945931e-03,-8.81403163e-02,9.43808854e-01,4.87122715e-01,3.43665957e-01,4.09908235e-01,8.79015863e-01,2.63180137e-01
4.32999992e+01,-3.39594227e-03,-9.04595703e-02,9.49763715e-01,4.85529810e-01,3.54282975e-01,4.17231947e-01,8.81212056e-01,2.48307660e-01
4.33199997e+01,-3.32570518e-03,-9.26438197e-02,9.57309663e-01,4.83826905e-01,3.66327286e-01,4.23775584e-01,8.84446740e-01,2.33458191e-01
4.33400002e+01,-3.31536937e-03,-9.46430415e-02,9.66294646e-01,4.82033879e-01,3.79771739e-01,4.29492295e-01,8.88537467e-01,2.18844786e-01
4.33600006e+01,-3.35546513e-03,-9.64296907e-02,9.76553619e-01,4.80105579e-01,3.94590914e-01,4.34206247e-01,8.93283248e-01,2.04856768e-01
4.33799973e+01,-3.42608429e-03,-9.79837775e-02,9.87890780e-01,4.77964669e-01,4.10704911e-01,4.37726259e-01,8.98470759e-01,1.91953048e-01
4.33999977e+01,-3.51637788e-03,-9.93004814e-02,1.00008190e+00,4.75380093e-01,4.28002298e-01,4.39760596e-01,9.03868258e-01,1.80546016e-01
4.34199982e+01,-3.61351063e-03,-1.00401036e-01,1.01287925e+00,4.72102016e-01,4.46312666e-01,4.40060258e-01,9.09246564e-01,1.70959830e-01
4.34399986e+01,-3.70931812e-03,-1.01320453e-01,1.02599418e+00,4.68044549e-01,4.65373725e-01,4.38543409e-01,9.14380372e-01,1.63540155e-01
4.34599991e+01,-3.79947620e-03,-1.02081120e-01,1.03908277e+00,4.63062257e-01,4.84835148e-01,4.35109049e-01,9.19036329e-01,1.58451155e-01
4.34799995e+01,-3.88227892e-03,-1.02714099e-01,1.05172086e+00,4.57209378e-01,5.04252851e-01,4.29851890e-01,9.22954977e-01,1.55781180e-01
4.35000000e+01,-3.95748811e-03,-1.03235893e-01,1.06342840e+00,4.50546026e-01,5.23121536e-01,4.22852010e-01,9.25863743e-01,1.55524611e-01
4.35200005e+01,-4.02520597e-03,-1.03671893e-01,1.07367337e+00,4.43479806e-01,5.40883958e-01,4.14460748e-01,9.27479923e-01,1.57786697e-01
4.35400009e+01,-4.09010844e-03,-1.04047693e-01,1.08192730e+00,4.36626911e-01,5.57001710e-01,4.05170470e-01,9.27532136e-01,1.62726626e-01
4.35599976e+01,-4.15729126e-03,-1.04371488e-01,1.08768463e+00,4.30675596e-01,5.70960879e-01,3.95512104e-01,9.25776184e-01,1.70445383e-01
4.35799980e+01,-4.22435533e-03,-1.04649954e-01,1.09052336e+00,4.26434368e-01,5.82350254e-01,3.86097819e-01,9.22013819e-01,1.81037903e-01
4.35999985e+01,-4.29663109e-03,-1.04868896e-01,1.09012842e+00,4.24632907e-01,5.90903759e-01,3.77412319e-01,9.16085541e-01,1.94609970e-01
4.36199989e+01,-4.35043778e-03,-1.05006076e-01,1.08629560e+00,4.25829828e-01,5.96450567e-01,3.69839221e-01,9.07901347e-01,2.11068690e-01
4.36399994e+01,-4.37790761e-03,-1.05126463e-01,1.07901978e+00,4.30508703e-01,5.99001586e-01,3.63712847e-01,8.97485793e-01,2.30327368e-01
4.36599998e+01,-4.16042004e-03,-1.05270602e-01,1.07431817e+00,4.36006933e-01,6.02163374e-01,3.56968999e-01,8.89695942e-01,2.50350147e-01
4.36800003e+01,-4.07415675e-03,-1.05258681e-01,1.05812466e+00,4.49841648e-01,5.98703325e-01,3.54530513e-01,8.72457445e-01,2.76885569e-01
4.37000008e+01,-3.99109628e-03,-1.05556227e-01,1.03855109e+00,4.67477202e-01,5.92201352e-01,3.53988588e-01,8.53162229e-01,3.05330992e-01
4.37199974e+01,-4.10197861e-03,-1.05839454e-01,1.00839078e+00,4.92462724e-01,5.78181446e-01,3.55581343e-01,8.26170802e-01,3.40707272e-01
4.37399979e+01,-4.00972273e-03,-1.06848113e-01,9.90082562e-01,5.10522068e-01,5.70504844e-01,3.54704350e-01,8.09189498e-01,3.67175132e-01
4.37599983e+01,-3.84990731e-03,-1.08076587e-01,9.71220613e-01,5.30030012e-01,5.62498748e-01,3.53524685e-01,7.91747808e-01,3.94907743e-01
4.37799988e+01,-3.61106312e-03,-1.09243907e-01,9.52821374e-01,5.49747527e-01,5.54752290e-01,3.51589292e-01,7.74673164e-01,4.22619551e-01
4.37999992e+01,-3.30634555e-03,-1.10231362e-01,9.35786486e-01,5.68750024e-01,5.47687709e-01,3.48719895e-01,7.58771718e-01,4.49300617e-01
4.38199997e+01,-2.96515436e-03,-1.11041859e-01,9.20833349e-01,5.86308897e-01,5.41637123e-01,3.44612181e-01,7.44690001e-01,4.74342257e-01
4.38400002e+01,-2.62581836e-03,-1.11754850e-01,9.08409417e-01,6.02106333e-01,5.36839187e-01,3.39031547e-01,7.32810616e-01,4.97583807e-01
4.38600006e+01,-2.29286519e-03,-1.12415917e-01,8.98713112e-01,6.16245687e-01,5.33427298e-01,3.31812829e-01,7.23284543e-01,5.19286990e-01
4.38799973e+01,-1.98044116e-03,-1.12944722e-01,8.91721904e-01,6.28935635e-01,5.31478822e-01,3.22862834e-01,7.16029465e-01,5.39740324e-01
4.38999977e+01,-1.68844929e-03,-1.13227032e-01,8.87333274e-01,6.40408993e-01,5.31028211e-01,3.12249452e-01,7.10893333e-01,5.59127867e-01
4.39199982e+01,-1.42029370e-03,-1.13157690e-01,8.85443866e-01,6.51051044e-01,5.32071650e-01,3.00346315e-01,7.07750380e-01,5.77632725e-01
4.39399986e+01,-1.17166177e-03,-1.12668969e-01,8.86016726e-01,6.61020339e-01,5.34595072e-01,2.87580580e-01,7.06564724e-01,5.95185101e-01
4.39599991e+01,-9.40929924e-04,-1.11846283e-01,8.89072239e-01,6.70645237e-01,5.38555801e-01,2.74594635e-01,7.07394600e-01,6.11851931e-01
4.39799995e+01,-7.24981481e-04,-1.10841587e-01,8.94617558e-01,6.80026293e-01,5.43867588e-01,2.61913359e-01,7.10315824e-01,6.27564430e-01
4.40000000e+01,-5.17187931e-04,-1.09801807e-01,9.02584612e-01,6.89004898e-01,5.50387383e-01,2.49871865e-01,7.15354979e-01,6.42099500e-01
4.40200005e+01,-3.12791904e-04,-1.08804382e-01,9.12801147e-01,6.97418809e-01,5.57933211e-01,2.38619238e-01,7.22437859e-01,6.55327320e-01
4.40400009e+01,-1.08700609e-04,-1.07859567e-01,9.24994469e-01,7.04878867e-01,5.66280246e-01,2.28007212e-01,7.31396914e-01,6.66983426e-01
4.40599976e+01,9.00896775e-05,-1.07043669e-01,9.38847005e-01,7.11296260e-01,5.75201154e-01,2.18033597e-01,7.42009044e-01,6.77055180e-01
4.40799980e+01,2.76465580e-04,-1.06319010e-01,9.54050422e-01,7.16474712e-01,5.84512591e-01,2.08400577e-01,7.54027367e-01,6.85496330e-01
4.40999985e+01,4.33779409e-04,-1.05601981e-01,9.70351517e-01,7.20037580e-01,5.94106615e-01,1.98522553e-01,7.67215312e-01,6.92129254e-01
4.41199989e+01,5.50867233e-04,-1.04801707e-01,9.87559259e-01,7.22032845e-01,6.03940129e-01,1.88078105e-01,7.81363904e-01,6.97106898e-01
4.41399994e+01,6.23421860e-04,-1.03971161e-01,1.00552392e+00,7.22316325e-01,6.14020348e-01,1.76947206e-01,7.96277165e-01,7.00307488e-01
4.41599998e+01,6.56097662e-04,-1.03091143e-01,1.02412164e+00,7.20550656e-01,6.24399006e-01,1.64618462e-01,8.11757982e-01,7.01494098e-01
4.41800003e+01,6.65899948e-04,-1.02267884e-01,1.04322457e+00,7.17149854e-01,6.35155976e-01,1.50987327e-01,8.27583492e-01,7.01075435e-01
4.42000008e+01,6.66192733e-04,-1.01459548e-01,1.06269169e+00,7.12318599e-01,6.46388888e-01,1.35683447e-01,8.43501687e-01,6.99276626e-01
4.42199974e+01,6.64737192e-04,-1.00801706e-01,1.08239031e+00,7.06337750e-01,6.58218384e-01,1.18803911e-01,8.59253943e-01,6.96274817e-01
4.42399979e+01,6.64124615e-04,-1.00439623e-01,1.10219431e+00,6.99376464e-01,6.70753241e-01,1.00621119e-01,8.74598444e-01,6.92100286e-01
4.42599983e+01,6.67012180e-04,-1.00448273e-01,1.12196946e+00,6.91543698e-01,6.84081852e-01,8.14773366e-02,8.89296055e-01,6.86727107e-01
4.42799988e+01,6.71414251e-04,-1.00832798e-01,1.14161956e+00,6.82924330e-01,6.98279560e-01,6.18468225e-02,9.03161585e-01,6.80118084e-01
4.42999992e+01,5.34063787e-04,-1.01944849e-01,1.15138662e+00,6.78965926e-01,7.07003534e-01,4.85955402e-02,9.08755898e-01,6.77224636e-01
4.43199997e+01,6.47394627e-04,-1.02854997e-01,1.18716514e+00,6.60419226e-01,7.33749986e-01,2.12966241e-02,9.33258891e-01,6.60075784e-01
4.43400002e+01,6.71394286e-04,-1.04249246e-01,1.20548487e+00,6.49506688e-01,7.49981940e-01,2.88397050e-03,9.43780005e-01,6.49500310e-01
4.43600006e+01,7.01375655e-04,-1.05724491e-01,1.22310901e+00,6.37999058e-01,7.66663432e-01,-1.49862664e-02,9.53007340e-01,6.37823045e-01
4.43799973e+01,7.13880290e-04,-1.07272781e-01,1.23965168e+00,6.26446664e-01,7.83374429e-01,-3.18055786e-02,9.60760534e-01,6.25638723e-01
4.43999977e+01,7.00200209e-04,-1.08954407e-01,1.25472772e+00,6.15019679e-01,7.99638569e-01,-4.72734608e-02,9.66912448e-01,6.13200128e-01
4.44199982e+01,6.79857912e-04,-1.10731162e-01,1.26789713e+00,6.03541136e-01,8.14922690e-01,-6.16618879e-02,9.71320808e-01,6.00382984e-01
4.44399986e+01,6.76195719e-04,-1.12508439e-01,1.27865076e+00,5.91879368e-01,8.28697443e-01,-7.55455121e-02,9.73759830e-01,5.87038398e-01
4.44599991e+01,6.98227785e-04,-1.14173017e-01,1.28643060e+00,5.80235720e-01,8.40487003e-01,-8.94676521e-02,9.73902047e-01,5.73296607e-01
4.44799995e+01,8.99016566e-04,-1.16515920e-01,1.29336536e+00,5.68593264e-01,8.48734796e-01,-9.70443040e-02,9.75931942e-01,5.60250580e-01
4.45000000e+01,7.86766584e-04,-1.17044494e-01,1.29014742e+00,5.58882177e-01,8.57678652e-01,-1.19718023e-01,9.63777840e-01,5.45909226e-01
4.45200005e+01,9.12690710e-04,-1.17906727e-01,1.28608215e+00,5.52040994e-01,8.61172974e-01,-1.34501323e-01,9.55190182e-01,5.35405159e-01
4.45399971e+01,1.04074797e-03,-1.18500464e-01,1.27743542e+00,5.48400044e-01,8.61694217e-01,-1.49281695e-01,9.43039954e-01,5.27690828e-01
4.45599976e+01,1.15240656e-03,-1.18867919e-01,1.26445484e+00,5.48620641e-01,8.59313667e-01,-1.63386509e-01,9.27591681e-01,5.23726523e-01
4.45799980e+01,1.24284835e-03,-1.19110957e-01,1.24752116e+00,5.53147018e-01,8.54120314e-01,-1.76495358e-01,9.09278572e-01,5.24233699e-01
4.45999985e+01,1.31950551e-03,-1.19357631e-01,1.22713447e+00,5.62003195e-01,8.46295655e-01,-1.88589886e-01,8.88618469e-01,5.29416144e-01
4.46199989e+01,1.38013600e-03,-1.19695880e-01,1.20384777e+00,5.74783683e-01,8.36091280e-01,-1.99876994e-01,8.66141379e-01,5.38911343e-01
4.46399994e+01,1.43036130e-03,-1.20211288e-01,1.17826736e+00,5.90655982e-01,8.23833942e-01,-2.10449666e-01,8.42384517e-01,5.51892579e-01
4.46599998e+01,1.48105237e-03,-1.20959863e-01,1.15103042e+00,6.08652115e-01,8.09871018e-01,-2.20249087e-01,8.17911983e-01,5.67404389e-01
4.46800003e+01,1.53072167e-03,-1.21955708e-01,1.12279046e+00,6.27808034e-01,7.94543982e-01,-2.29089320e-01,7.93321013e-01,5.84517717e-01
4.47000008e+01,1.57098996e-03,-1.23215348e-01,1.09420252e+00,6.47176027e-01,7.78163612e-01,-2.36697540e-01,7.69246817e-01,6.02338016e-01
4.47199974e+01,1.61212869e-03,-1.24705933e-01,1.06583738e+00,6.65832579e-01,7.60952234e-01,-2.42979318e-01,7.46298194e-01,6.19914591e-01
4.47399979e+01,1.65617501e-03,-1.26339912e-01,1.03818154e+00,6.82979643e-01,7.43074358e-01,-2.48052076e-01,7.25025177e-01,6.36342168e-01
4.47599983e+01,1.71205774e-03,-1.28030494e-01,1.01162243e+00,6.98009431e-01,7.24646688e-01,-2.52242327e-01,7.05880404e-01,6.50838673e-01
4.47799988e+01,1.79740391e-03,-1.29726961e-01,9.86434340e-01,7.10555911e-01,7.05755353e-01,-2.55861014e-01,6.89174950e-01,6.62891269e-01
4.47999992e+01,1.91643112e-03,-1.31373003e-01,9.62848365e-01,7.20650971e-01,6.86517239e-01,-2.59276956e-01,6.75108135e-01,6.72393680e-01
4.48199997e+01,2.06947210e-03,-1.32930502e-01,9.41075146e-01,7.28480577e-01,6.67102695e-01,-2.62833178e-01,6.63774312e-01,6.79413497e-01
4.48400002e+01,2.25357432e-03,-1.34375170e-01,9.21396494e-01,7.34232426e-01,6.47780895e-01,-2.66984880e-01,6.55249119e-01,6.83970988e-01
4.48600006e+01,2.46698619e-03,-1.35741189e-01,9.04233873e-01,7.38111675e-01,6.28956854e-01,-2.72129685e-01,6.49655402e-01,6.86115324e-01
4.48799973e+01,2.69485475e-03,-1.37062758e-01,8.90201211e-01,7.40491629e-01,6.11201048e-01,-2.78310806e-01,6.47218227e-01,6.86200380e-01
4.48999977e+01,2.91109970e-03,-1.38408199e-01,8.80087256e-01,7.41504610e-01,5.95188200e-01,-2.85487324e-01,6.48308992e-01,6.84343576e-01
4.49199982e+01,3.08351731e-03,-1.39838770e-01,8.74850869e-01,7.41034985e-01,5.81712484e-01,-2.93569535e-01,6.53432906e-01,6.80404127e-01
4.49399986e+01,3.20713734e-03,-1.41367584e-01,8.75587046e-01,7.38908589e-01,5.71631193e-01,-3.02226007e-01,6.63242400e-01,6.74273908e-01
4.49599991e+01,3.27272597e-03,-1.42975241e-01,8.83377254e-01,7.34888852e-01,5.65767586e-01,-3.11194658e-01,6.78426385e-01,6.65747285e-01
4.49799995e+01,3.25515936e-03,-1.44629553e-01,8.99034560e-01,7.28719056e-01,5.64786255e-01,-3.20413530e-01,6.99485242e-01,6.54497206e-01
4.50000000e+01,3.16179288e-03,-1.46272153e-01,9.22952652e-01,7.20246732e-01,5.69060087e-01,-3.30007195e-01,7.26644456e-01,6.40195727e-01
4.50200005e+01,3.00358096e-03,-1.47845864e-01,9.54971552e-01,7.09518492e-01,5.78658104e-01,-3.40213597e-01,7.59687722e-01,6.22632444e-01
4.50399971e+01,2.80275149e-03,-1.49263576e-01,9.94287491e-01,6.96895182e-01,5.93278348e-01,-3.51377398e-01,7.97889948e-01,6.01827919e-01
4.50599976e+01,2.57483916e-03,-1.50464505e-01,1.03951609e+00,6.82934403e-01,6.12342119e-01,-3.63961458e-01,8.40018392e-01,5.77867985e-01
4.50799980e+01,2.32233340e-03,-1.51415423e-01,1.08879650e+00,6.68445110e-01,6.34978354e-01,-3.78432453e-01,8.84466052e-01,5.51006138e-01
4.50999985e+01,2.05935026e-03,-1.52094901e-01,1.14003909e+00,6.54526472e-01,6.60174012e-01,-3.95238131e-01,9.29440379e-01,5.21719933e-01
4.51199989e+01,1.80252921e-03,-1.52516603e-01,1.19123113e+00,6.42462432e-01,6.86906695e-01,-4.14779991e-01,9.73237216e-01,4.90627706e-01
4.51399994e+01,9.74194030e-04,-1.52645975e-01,1.21341395e+00,6.33892536e-01,6.98905051e-01,-4.28585887e-01,9.91919935e-01,4.67048049e-01
4.51599998e+01,7.40865478e-04,-1.52610570e-01,1.27488852e+00,6.27372861e-01,7.33453870e-01,-4.56963778e-01,1.04277802e+00,4.29861367e-01
4.51800003e+01,5.73559199e-04,-1.52420968e-01,1.33515155e+00,6.27788782e-01,7.69485652e-01,-4.88674790e-01,1.09111023e+00,3.94101173e-01
4.52000008e+01,1.00440334e-03,-1.52264133e-01,1.41852164e+00,6.39380217e-01,8.22200537e-01,-5.32928288e-01,1.15593684e+00,3.53262722e-01
4.52199974e+01,8.15954641e-04,-1.51958436e-01,1.45286179e+00,6.53985083e-01,8.47172439e-01,-5.64024091e-01,1.18029928e+00,3.31018567e-01
4.52399979e+01,5.21502749e-04,-1.51505202e-01,1.48297787e+00,6.73828065e-01,8.70595336e-01,-5.96450031e-01,1.20053613e+00,3.13514858e-01
4.52599983e+01,5.58379325e-05,-1.50893733e-01,1.50781488e+00,6.97900891e-01,8.91747892e-01,-6.29211068e-01,1.21585011e+00,3.01925600e-01
4.52799988e+01,-5.82309149e-04,-1.50153309e-01,1.52645779e+00,7.24992454e-01,9.10061121e-01,-6.61486149e-01,1.22550488e+00,2.96732396e-01
4.52999992e+01,-1.32995134e-03,-1.49297208e-01,1.53789186e+00,7.53850698e-01,9.24761713e-01,-6.92630351e-01,1.22879088e+00,2.97580391e-01
4.53199997e+01,-2.12456053e-03,-1.48323148e-01,1.54104793e+00,7.83496320e-01,9.34885085e-01,-7.22326100e-01,1.22507894e+00,3.03498834e-01
4.53400002e+01,-2.91985669e-03,-1.47250786e-01,1.53493202e+00,8.13192904e-01,9.39424634e-01,-7.50395954e-01,1.21387708e+00,3.13350677e-01
4.53600006e+01,-3.69337201e-03,-1.46155491e-01,1.51876462e+00,8.42440486e-01,9.37455475e-01,-7.76786685e-01,1.19491565e+00,3.26049745e-01
4.53799973e+01,-4.44071600e-03,-1.45099118e-01,1.49216795e+00,8.70942652e-01,9.28285718e-01,-8.01485300e-01,1.16826832e+00,3.40826064e-01
4.53999977e+01,-5.15608443e-03,-1.44130245e-01,1.45534670e+00,8.98586571e-01,9.11535740e-01,-8.24555993e-01,1.13452053e+00,3.57162684e-01
4.54199982e+01,-5.84772648e-03,-1.43295243e-01,1.40918219e+00,9.25425231e-01,8.87300193e-01,-8.46170902e-01,1.09475696e+00,3.74708742e-01
4.54399986e+01,-6.49756286e-03,-1.42623901e-01,1.35506046e+00,9.51649606e-01,8.56061816e-01,-8.66590798e-01,1.05040324e+00,3.93265098e-01
4.54599991e+01,-7.08168978e-03,-1.42122209e-01,1.29481411e+00,9.77458715e-01,8.18730712e-01,-8.86024058e-01,1.00310695e+00,4.12779391e-01
4.54799995e+01,-7.60538224e-03,-1.41774520e-01,1.23053265e+00,1.00292301e+00,7.76557922e-01,-9.04459178e-01,9.54551339e-01,4.33368444e-01
4.55000000e+01,-8.05849396e-03,-1.41563028e-01,1.16419959e+00,1.02793026e+00,7.30859339e-01,-9.21653330e-01,9.06203806e-01,4.55187500e-01
4.55200005e+01,-8.44361912e-03,-1.41501680e-01,1.09766531e+00,1.05213952e+00,6.82998240e-01,-9.37252939e-01,8.59291792e-01,4.78073776e-01
4.55399971e+01,-8.74350313e-03,-1.41603261e-01,1.03276491e+00,1.07500315e+00,6.34373665e-01,-9.50768948e-01,8.14968407e-01,5.01667440e-01
4.55599976e+01,-8.94017518e-03,-1.41859710e-01,9.71152425e-01,1.09593534e+00,5.86301029e-01,-9.61845696e-01,7.74201632e-01,5.25287807e-01
4.55799980e+01,-9.06057470e-03,-1.42225549e-01,9.14188921e-01,1.11437464e+00,5.39908290e-01,-9.70298648e-01,7.37726569e-01,5.48043311e-01
4.55999985e+01,-9.11807641e-03,-1.42679334e-01,8.63162220e-01,1.12978220e+00,4.96173322e-01,-9.76120889e-01,7.06300974e-01,5.68854868e-01
4.56199989e+01,-9.14638489e-03,-1.43153280e-01,8.19313943e-01,1.14182281e+00,4.56016630e-01,-9.79489744e-01,6.80679202e-01,5.86821318e-01
4.56399994e+01,-9.18610580e-03,-1.43564910e-01,7.83810198e-01,1.15046048e+00,4.20281678e-01,-9.80886161e-01,6.61605418e-01,6.01183593e-01
4.56599998e+01,-9.26747825e-03,-1.43819928e-01,7.57697284e-01,1.15597129e+00,3.89746428e-01,-9.81021166e-01,6.49771392e-01,6.11446619e-01
4.56800003e+01,-9.41142347e-03,-1.43818095e-01,7.41856396e-01,1.15891457e+00,3.65104049e-01,-9.80736434e-01,6.45794034e-01,6.17445469e-01
4.57000008e+01,-9.65136476e-03,-1.43467352e-01,7.36821592e-01,1.16012502e+00,3.46811116e-01,-9.80929673e-01,6.50098503e-01,6.19408607e-01
4.57199974e+01,-9.98470839e-03,-1.42669648e-01,7.42808044e-01,1.16059160e+00,3.35187018e-01,-9.82386053e-01,6.62882686e-01,6.17972970e-01
4.57399979e+01,-1.03614740e-02,-1.41355574e-01,7.59588122e-01,1.16138399e+00,3.30347002e-01,-9.85797167e-01,6.83991969e-01,6.14016831e-01
4.57599983e+01,-1.07223717e-02,-1.39502734e-01,7.86482155e-01,1.16348457e+00,3.32155079e-01,-9.91649270e-01,7.12900519e-01,6.08545899e-01
4.57799988e+01,-1.10306116e-02,-1.37131110e-01,8.22317600e-01,1.16765189e+00,3.40251178e-01,-1.00017250e+00,7.48622298e-01,6.02549613e-01
4.57999992e+01,-1.12695685e-02,-1.34298533e-01,8.65503550e-01,1.17437899e+00,3.53987634e-01,-1.01140451e+00,7.89803207e-01,5.96847475e-01
4.58199997e+01,-1.14319939e-02,-1.31088704e-01,9.14157033e-01,1.18386328e+00,3.72522056e-01,-1.02519917e+00,8.34811628e-01,5.92029572e-01
4.58400002e+01,-1.15380818e-02,-1.27608687e-01,9.66206908e-01,1.19604540e+00,3.94873172e-01,-1.04128063e+00,8.81833911e-01,5.88437974e-01
