[Name]
User Points

[Data]
"Time [s]","Monitor Point: cm","Monitor Point: cx","Monitor Point: cy"
1.51600006e+02,-1.67084336e-01,2.02623510e+00,1.03189254e+00
1.51800003e+02,-1.60379663e-01,2.03573990e+00,1.15636730e+00
1.52000000e+02,-1.52817294e-01,2.04063916e+00,1.27042663e+00
1.52199997e+02,-1.44694254e-01,2.04050136e+00,1.37223554e+00
1.52400009e+02,-1.36039302e-01,2.03727484e+00,1.46463180e+00
1.52600006e+02,-1.26970723e-01,2.03241229e+00,1.54959512e+00
1.52800003e+02,-1.17907837e-01,2.02557206e+00,1.62619710e+00
1.53000000e+02,-1.09112523e-01,2.01625872e+00,1.69296193e+00
1.53199997e+02,-1.00664534e-01,2.00470543e+00,1.74856246e+00
1.53400009e+02,-9.25400034e-02,1.99124038e+00,1.79272866e+00
1.53600006e+02,-8.46908540e-02,1.97641349e+00,1.82553971e+00
1.53800003e+02,-7.70039558e-02,1.96075261e+00,1.84737074e+00
1.54000000e+02,-6.93261251e-02,1.94459915e+00,1.85895669e+00
1.54199997e+02,-6.15095459e-02,1.92814362e+00,1.86093831e+00
1.54400009e+02,-5.34647256e-02,1.91187811e+00,1.85378611e+00
1.54600006e+02,-4.52723578e-02,1.89609396e+00,1.83766317e+00
1.54800003e+02,-3.68959568e-02,1.88103080e+00,1.81296051e+00
1.55000000e+02,-2.83599440e-02,1.86686087e+00,1.78000951e+00
1.55199997e+02,-1.97320022e-02,1.85377681e+00,1.73891866e+00
1.55400009e+02,-1.10332742e-02,1.84238088e+00,1.68983626e+00
1.55600006e+02,-2.34257639e-03,1.83278251e+00,1.63280451e+00
1.55800003e+02,6.22762507e-03,1.82503307e+00,1.56743944e+00
1.56000000e+02,1.45887677e-02,1.81941354e+00,1.49394429e+00
1.56199997e+02,2.27542557e-02,1.81655264e+00,1.41225612e+00
1.56400009e+02,3.06697208e-02,1.81615233e+00,1.32255638e+00
1.56600006e+02,4.11497168e-02,1.82031727e+00,1.17802143e+00
1.56800003e+02,4.81060445e-02,1.82773411e+00,1.05476451e+00
1.57000000e+02,5.53499646e-02,1.83521557e+00,9.69564617e-01
1.57199997e+02,6.35702983e-02,1.84547496e+00,8.52105558e-01
1.57400009e+02,7.17862397e-02,1.85727751e+00,7.19119728e-01
1.57600006e+02,7.95562640e-02,1.87203348e+00,5.81665218e-01
1.57800003e+02,8.72404426e-02,1.88995397e+00,4.42167103e-01
1.58000000e+02,9.53365713e-02,1.90929306e+00,2.99918890e-01
1.58199997e+02,1.03754342e-01,1.92937195e+00,1.54298306e-01
1.58400009e+02,1.11819834e-01,1.95075893e+00,4.76431986e-03
1.58600006e+02,1.19035199e-01,1.97299433e+00,-1.48044854e-01
1.58800003e+02,1.25326276e-01,1.99523163e+00,-3.02883625e-01
1.59000000e+02,1.30889148e-01,2.01722479e+00,-4.58055735e-01
1.59199997e+02,1.35572121e-01,2.03793049e+00,-6.12601936e-01
1.59400009e+02,1.39430791e-01,2.05656171e+00,-7.64251888e-01
1.59600006e+02,1.41965866e-01,2.06790447e+00,-8.56464267e-01
1.59800003e+02,1.44241959e-01,2.08272600e+00,-9.98775482e-01
1.60000000e+02,1.45239428e-01,2.09723091e+00,-1.14722991e+00
1.60199997e+02,1.44708633e-01,2.10901189e+00,-1.28532279e+00
1.60400009e+02,1.42948240e-01,2.11735678e+00,-1.40811396e+00
1.60600006e+02,1.40286565e-01,2.12314105e+00,-1.51752722e+00
1.60800003e+02,1.36865973e-01,2.12676263e+00,-1.61545467e+00
1.61000000e+02,1.32725731e-01,2.12770200e+00,-1.70231950e+00
1.61199997e+02,1.27898365e-01,2.12545347e+00,-1.77724242e+00
1.61400009e+02,1.22391239e-01,2.11994052e+00,-1.83911347e+00
1.61600006e+02,1.16191573e-01,2.11127424e+00,-1.88710380e+00
1.61800003e+02,1.09291330e-01,2.09972572e+00,-1.92130768e+00
1.62000000e+02,1.01552568e-01,2.08594251e+00,-1.94263291e+00
1.62199997e+02,9.28899422e-02,2.06981921e+00,-1.95233357e+00
1.62400009e+02,8.35721791e-02,2.05110788e+00,-1.95113432e+00
1.62600006e+02,7.37536848e-02,2.02967501e+00,-1.93928969e+00
1.62800003e+02,6.34898692e-02,2.00577068e+00,-1.91707480e+00
1.63000000e+02,5.29491976e-02,1.98013377e+00,-1.88480890e+00
1.63199997e+02,4.23141159e-02,1.95342422e+00,-1.84289193e+00
1.63400009e+02,3.18265967e-02,1.92563951e+00,-1.79186046e+00
1.63600006e+02,2.15715338e-02,1.89714634e+00,-1.73213172e+00
1.63800003e+02,1.15347132e-02,1.86860979e+00,-1.66393912e+00
1.64000000e+02,1.65266101e-03,1.84048080e+00,-1.58721471e+00
1.64199997e+02,-8.18046369e-03,1.81405020e+00,-1.50229931e+00
1.64400009e+02,-1.80548076e-02,1.79045761e+00,-1.40965259e+00
1.64600006e+02,-2.80616786e-02,1.77028620e+00,-1.30981541e+00
1.64800003e+02,-3.82926986e-02,1.75456679e+00,-1.20347655e+00
1.65000000e+02,-4.88447286e-02,1.74417317e+00,-1.09114158e+00
1.65199997e+02,-5.98072894e-02,1.73960972e+00,-9.73351538e-01
1.65400009e+02,-7.13746995e-02,1.74113941e+00,-8.51594210e-01
1.65600006e+02,-8.85358006e-02,1.75975013e+00,-6.70374990e-01
1.65800003e+02,-1.00289412e-01,1.77066803e+00,-5.48434019e-01
1.66000000e+02,-1.13183931e-01,1.78840530e+00,-4.31028277e-01
1.66199997e+02,-1.26324654e-01,1.81084466e+00,-3.02756160e-01
1.66400009e+02,-1.39091551e-01,1.83374536e+00,-1.68225273e-01
1.66600006e+02,-1.50657415e-01,1.85690832e+00,-3.28650884e-02
1.66800003e+02,-1.60504729e-01,1.88119185e+00,1.01451993e-01
1.67000000e+02,-1.68530062e-01,1.90640855e+00,2.34900683e-01
1.67199997e+02,-1.74771383e-01,1.93114293e+00,3.67674619e-01
1.67400009e+02,-1.78660050e-01,1.95399642e+00,5.00454724e-01
1.67600006e+02,-1.79803580e-01,1.97478461e+00,6.32797182e-01
1.67800003e+02,-1.78336069e-01,1.99327052e+00,7.63425469e-01
1.68000000e+02,-1.74827412e-01,2.00919461e+00,8.90985489e-01
1.68199997e+02,-1.72529638e-01,2.02174878e+00,9.68527019e-01
1.68400009e+02,-1.66534126e-01,2.03127265e+00,1.08780658e+00
1.68600006e+02,-1.58743426e-01,2.03797770e+00,1.20914876e+00
1.68800003e+02,-1.50295287e-01,2.04026413e+00,1.31975722e+00
1.69000000e+02,-1.41437978e-01,2.03774452e+00,1.41812301e+00
1.69199997e+02,-1.32085055e-01,2.03199625e+00,1.50717175e+00
1.69400009e+02,-1.22417197e-01,2.02421212e+00,1.58824885e+00
1.69600006e+02,-1.12881146e-01,2.01433229e+00,1.66037679e+00
1.69800003e+02,-1.03711687e-01,2.00235796e+00,1.72219980e+00
1.70000000e+02,-9.49633420e-02,1.98842680e+00,1.77290452e+00
1.70199997e+02,-8.65685791e-02,1.97298527e+00,1.81247807e+00
1.70400009e+02,-7.85028636e-02,1.95664454e+00,1.84097040e+00
1.70600006e+02,-7.06059560e-02,1.94002950e+00,1.85890329e+00
1.70800003e+02,-6.27677813e-02,1.92331874e+00,1.86684442e+00
1.71000000e+02,-5.48560396e-02,1.90686250e+00,1.86527848e+00
1.71199997e+02,-4.68669832e-02,1.89117944e+00,1.85448015e+00
1.71400009e+02,-3.88311408e-02,1.87660158e+00,1.83471775e+00
1.71600006e+02,-3.06937005e-02,1.86330819e+00,1.80639172e+00
1.71800003e+02,-2.24794000e-02,1.85153222e+00,1.76975119e+00
1.72000000e+02,-1.42247379e-02,1.84181726e+00,1.72492218e+00
1.72199997e+02,-5.93904592e-03,1.83443129e+00,1.67216492e+00
1.72400009e+02,2.27314513e-03,1.82933605e+00,1.61119354e+00
1.72600006e+02,1.03709297e-02,1.82627690e+00,1.54177201e+00
1.72800003e+02,1.83021110e-02,1.82577920e+00,1.46394134e+00
1.73000000e+02,2.60701496e-02,1.82797861e+00,1.37794971e+00
1.73199997e+02,3.63912284e-02,1.83425140e+00,1.23821104e+00
1.73400009e+02,4.28162366e-02,1.84253800e+00,1.13671517e+00
1.73600006e+02,5.05960286e-02,1.85491741e+00,1.01431906e+00
1.73800003e+02,5.82618155e-02,1.86397660e+00,9.18872654e-01
1.74000000e+02,6.63046315e-02,1.87571299e+00,7.93102622e-01
1.74199997e+02,7.40957856e-02,1.88902462e+00,6.55933797e-01
1.74400009e+02,8.17007124e-02,1.90334940e+00,5.15616357e-01
1.74600006e+02,8.95952582e-02,1.91849923e+00,3.73256624e-01
1.74800003e+02,9.79395285e-02,1.93349802e+00,2.27861404e-01
1.75000000e+02,1.06278069e-01,1.94841552e+00,7.85670802e-02
1.75199997e+02,1.13945857e-01,1.96393788e+00,-7.45071694e-02
1.75400009e+02,1.20724663e-01,1.98001695e+00,-2.30202764e-01
1.75600006e+02,1.26844928e-01,1.99686563e+00,-3.86447638e-01
1.75800003e+02,1.32129550e-01,2.01427078e+00,-5.42588711e-01
1.76000000e+02,1.36660904e-01,2.03164673e+00,-6.96509063e-01
1.76199997e+02,1.39700592e-01,2.04565692e+00,-7.90624619e-01
1.76400009e+02,1.42770559e-01,2.06259060e+00,-9.35913563e-01
1.76600006e+02,1.44716695e-01,2.08040452e+00,-1.08804739e+00
1.76800003e+02,1.45001248e-01,2.09678841e+00,-1.23067772e+00
1.77000000e+02,1.43840998e-01,2.11119938e+00,-1.35899210e+00
1.77199997e+02,1.41719073e-01,2.12377501e+00,-1.47450542e+00
1.77400009e+02,1.38782233e-01,2.13443160e+00,-1.57915592e+00
1.77600006e+02,1.35077357e-01,2.14221573e+00,-1.67301202e+00
1.77800003e+02,1.30646437e-01,2.14647031e+00,-1.75507534e+00
1.78000000e+02,1.25525594e-01,2.14683867e+00,-1.82415640e+00
1.78199997e+02,1.19784318e-01,2.14300585e+00,-1.87937450e+00
1.78400009e+02,1.13392062e-01,2.13476229e+00,-1.92066371e+00
1.78600006e+02,1.06305778e-01,2.12237048e+00,-1.94857538e+00
1.78800003e+02,9.82870683e-02,2.10627317e+00,-1.96423757e+00
1.79000000e+02,8.95383582e-02,2.08605838e+00,-1.96838439e+00
1.79199997e+02,8.02582651e-02,2.06173515e+00,-1.96130824e+00
1.79400009e+02,7.04759955e-02,2.03359795e+00,-1.94329202e+00
1.79600006e+02,6.02919422e-02,2.00215793e+00,-1.91456985e+00
1.79800003e+02,4.98646684e-02,1.96853888e+00,-1.87552047e+00
1.80000000e+02,3.93791460e-02,1.93337381e+00,-1.82681179e+00
1.80199997e+02,2.90129334e-02,1.89701903e+00,-1.76908457e+00
1.80400009e+02,1.87863857e-02,1.86057734e+00,-1.70275140e+00
1.80600006e+02,8.64697993e-03,1.82543671e+00,-1.62819123e+00
1.80800003e+02,-1.50715699e-03,1.79269993e+00,-1.54566824e+00
1.81000000e+02,-1.17392149e-02,1.76408935e+00,-1.45601904e+00
1.81199997e+02,-2.21496113e-02,1.74092770e+00,-1.35988522e+00
1.81400009e+02,-3.27923112e-02,1.72394657e+00,-1.25788617e+00
1.81600006e+02,-4.37200256e-02,1.71418095e+00,-1.15053618e+00
1.81800003e+02,-5.49882203e-02,1.71201074e+00,-1.03804016e+00
1.82000000e+02,-6.66844994e-02,1.71758175e+00,-9.21042860e-01
1.82199997e+02,-7.89743066e-02,1.73041892e+00,-8.00781071e-01
1.82400009e+02,-9.70192999e-02,1.75800669e+00,-6.21889532e-01
1.82600006e+02,-1.09022737e-01,1.78468978e+00,-5.01937032e-01
1.82800003e+02,-1.21970721e-01,1.81831944e+00,-3.85433435e-01
1.83000000e+02,-1.34986997e-01,1.85456955e+00,-2.57758379e-01
1.83199997e+02,-1.47449374e-01,1.88749313e+00,-1.23829298e-01
1.83400009e+02,-1.58547834e-01,1.91537690e+00,1.05675571e-02
1.83600006e+02,-1.67761356e-01,1.93883443e+00,1.43692419e-01
1.83800003e+02,-1.75020546e-01,1.95788121e+00,2.75809228e-01
1.84000000e+02,-1.80469230e-01,1.97139978e+00,4.06661034e-01
1.84199997e+02,-1.83546156e-01,1.97924519e+00,5.36809564e-01
1.84400009e+02,-1.83859855e-01,1.98256934e+00,6.65898144e-01
1.84600006e+02,-1.81595489e-01,1.98268330e+00,7.92813241e-01
1.84800003e+02,-1.77330837e-01,1.98037517e+00,9.16205287e-01
1.85000000e+02,-1.74556851e-01,1.97523475e+00,9.90952015e-01
1.85199997e+02,-1.67789802e-01,1.97469509e+00,1.10597169e+00
1.85400009e+02,-1.59104452e-01,1.97409189e+00,1.22241342e+00
1.85600006e+02,-1.49739921e-01,1.97262788e+00,1.32847488e+00
1.85800003e+02,-1.39916390e-01,1.96960723e+00,1.42324841e+00
1.86000000e+02,-1.29502743e-01,1.96603322e+00,1.50968564e+00
1.86199997e+02,-1.18727237e-01,1.96265411e+00,1.58874583e+00
1.86400009e+02,-1.08052991e-01,1.95940912e+00,1.65964413e+00
1.86600006e+02,-9.77675766e-02,1.95591319e+00,1.72122324e+00
1.86800003e+02,-8.79460424e-02,1.95157278e+00,1.77293265e+00
1.87000000e+02,-7.86229596e-02,1.94647312e+00,1.81467330e+00
1.87199997e+02,-6.98617324e-02,1.94092536e+00,1.84613478e+00
1.87400009e+02,-6.16234876e-02,1.93475831e+00,1.86740470e+00
1.87600006e+02,-5.38830236e-02,1.92789710e+00,1.87861609e+00
1.87800003e+02,-4.65478674e-02,1.92095184e+00,1.87980545e+00
1.88000000e+02,-3.95213887e-02,1.91437280e+00,1.87090576e+00
1.88199997e+02,-3.28540951e-02,1.90808010e+00,1.85175073e+00
1.88400009e+02,-2.63834111e-02,1.90163183e+00,1.82261217e+00
1.88600006e+02,-2.00113375e-02,1.89521277e+00,1.78378987e+00
1.88800003e+02,-1.36188939e-02,1.88887024e+00,1.73560774e+00
1.89000000e+02,-7.08532194e-03,1.88225591e+00,1.67853832e+00
1.89199997e+02,-3.45822715e-04,1.87509155e+00,1.61278629e+00
1.89400009e+02,6.62025670e-03,1.86755848e+00,1.53842139e+00
1.89600006e+02,1.38657708e-02,1.86050010e+00,1.45607066e+00
1.89800003e+02,2.13840790e-02,1.85469329e+00,1.36607182e+00
1.90000000e+02,3.20742503e-02,1.85580933e+00,1.22216427e+00
1.90199997e+02,3.96811813e-02,1.84955978e+00,1.09962714e+00
1.90400009e+02,4.74647097e-02,1.84789801e+00,1.01622939e+00
1.90600006e+02,5.63502833e-02,1.84646583e+00,9.00792897e-01
1.90800003e+02,6.49962798e-02,1.84894454e+00,7.69512832e-01
1.91000000e+02,7.30707198e-02,1.85766530e+00,6.33739471e-01
1.91199997e+02,8.09404030e-02,1.87152374e+00,4.95668411e-01
1.91400009e+02,8.89726579e-02,1.88855052e+00,3.54185104e-01
1.91600006e+02,9.70727280e-02,1.90881348e+00,2.08599642e-01
1.91800003e+02,1.04701370e-01,1.93226802e+00,5.84925599e-02
1.92000000e+02,1.11503318e-01,1.95788085e+00,-9.57833827e-02
1.92199997e+02,1.17487714e-01,1.98434901e+00,-2.52555788e-01
1.92400009e+02,1.22965612e-01,2.01076007e+00,-4.10091072e-01
1.92600006e+02,1.27824053e-01,2.03612590e+00,-5.67715883e-01
1.92800003e+02,1.32261455e-01,2.05874825e+00,-7.22906232e-01
1.93000000e+02,1.35368183e-01,2.07346869e+00,-8.18396628e-01
1.93199997e+02,1.39007121e-01,2.08886266e+00,-9.64492083e-01
1.93400009e+02,1.41852707e-01,2.10264540e+00,-1.11691976e+00
1.93600006e+02,1.43190548e-01,2.11258030e+00,-1.25885105e+00
1.93800003e+02,1.43337041e-01,2.11874199e+00,-1.38508248e+00
1.94000000e+02,1.42587081e-01,2.12255859e+00,-1.49744463e+00
1.94199997e+02,1.41007826e-01,2.12463045e+00,-1.59814250e+00
1.94400009e+02,1.38508245e-01,2.12462354e+00,-1.68762624e+00
1.94600006e+02,1.34983778e-01,2.12242937e+00,-1.76522923e+00
1.94800003e+02,1.30409241e-01,2.11816525e+00,-1.83006430e+00
1.95000000e+02,1.24791801e-01,2.11200142e+00,-1.88162899e+00
1.95199997e+02,1.18110098e-01,2.10420823e+00,-1.92015898e+00
1.95400009e+02,1.10331662e-01,2.09490037e+00,-1.94651318e+00
1.95600006e+02,1.01250596e-01,2.08474755e+00,-1.96197259e+00
1.95800003e+02,9.12251323e-02,2.07285333e+00,-1.96723759e+00
1.96000000e+02,8.05028006e-02,2.05884027e+00,-1.96259630e+00
1.96199997e+02,6.91984743e-02,2.04265070e+00,-1.94793415e+00
1.96400009e+02,5.75403757e-02,2.02398014e+00,-1.92315018e+00
1.96600006e+02,4.58205678e-02,2.00307965e+00,-1.88843012e+00
1.96800003e+02,3.44193913e-02,1.97988546e+00,-1.84399283e+00
1.97000000e+02,2.35357136e-02,1.95377970e+00,-1.79004228e+00
1.97199997e+02,1.31845996e-02,1.92526603e+00,-1.72666132e+00
1.97400009e+02,3.32010421e-03,1.89516795e+00,-1.65376222e+00
1.97600006e+02,-6.16052467e-03,1.86401117e+00,-1.57127976e+00
1.97800003e+02,-1.55474413e-02,1.83326972e+00,-1.48011184e+00
1.98000000e+02,-2.49740202e-02,1.80401480e+00,-1.38095891e+00
1.98199997e+02,-3.46133821e-02,1.77725840e+00,-1.27450132e+00
1.98400009e+02,-4.46247905e-02,1.75454736e+00,-1.16130078e+00
1.98600006e+02,-5.51455580e-02,1.73699880e+00,-1.04204190e+00
1.98800003e+02,-6.63089380e-02,1.72551751e+00,-9.17920947e-01
1.99000000e+02,-7.83449039e-02,1.72043967e+00,-7.90609062e-01
1.99199997e+02,-9.65461954e-02,1.73853827e+00,-6.03595674e-01
1.99400009e+02,-1.09081946e-01,1.74070048e+00,-4.78766263e-01
1.99600006e+02,-1.22723602e-01,1.75054717e+00,-3.58912706e-01
1.99800003e+02,-1.36609390e-01,1.76730061e+00,-2.29061306e-01
2.00000000e+02,-1.49903759e-01,1.78674865e+00,-9.45916846e-02
2.00199997e+02,-1.61536247e-01,1.80873799e+00,3.90227251e-02
2.00400009e+02,-1.71059445e-01,1.83428085e+00,1.70543596e-01
2.00600006e+02,-1.78503335e-01,1.86271453e+00,3.00334126e-01
2.00800003e+02,-1.83886483e-01,1.89203930e+00,4.28698778e-01
2.01000000e+02,-1.86588466e-01,1.92119491e+00,5.56860805e-01
2.01199997e+02,-1.86391190e-01,1.94968414e+00,6.84442043e-01
2.01400009e+02,-1.83486193e-01,1.97653294e+00,8.10543180e-01
2.01600006e+02,-1.78563461e-01,2.00088000e+00,9.33813214e-01
2.01800003e+02,-1.75383598e-01,2.02576017e+00,1.00887620e+00
2.02000000e+02,-1.68044776e-01,2.03904009e+00,1.12495553e+00
2.02199997e+02,-1.58967942e-01,2.04739642e+00,1.24328256e+00
2.02400009e+02,-1.49515167e-01,2.05016208e+00,1.35145354e+00
2.02600006e+02,-1.39934435e-01,2.04749346e+00,1.44756734e+00
2.02800003e+02,-1.30089507e-01,2.04098034e+00,1.53438151e+00
2.03000000e+02,-1.20108560e-01,2.03152752e+00,1.61296153e+00
2.03199997e+02,-1.10441491e-01,2.01919222e+00,1.68217635e+00
2.03400009e+02,-1.01318583e-01,2.00430083e+00,1.74062669e+00
2.03600006e+02,-9.27281752e-02,1.98715341e+00,1.78760672e+00
2.03800003e+02,-8.45626444e-02,1.96839845e+00,1.82315278e+00
2.04000000e+02,-7.66817406e-02,1.94885743e+00,1.84751439e+00
2.04199997e+02,-6.88855350e-02,1.92920375e+00,1.86136913e+00
2.04400009e+02,-6.10284582e-02,1.90967596e+00,1.86555552e+00
2.04600006e+02,-5.29530719e-02,1.89030480e+00,1.86083949e+00
2.04800003e+02,-4.47155759e-02,1.87120187e+00,1.84730470e+00
2.05000000e+02,-3.62748243e-02,1.85318542e+00,1.82544875e+00
2.05199997e+02,-2.76346300e-02,1.83691478e+00,1.79575002e+00
2.05400009e+02,-1.88549589e-02,1.82262254e+00,1.75833929e+00
2.05600006e+02,-1.00138541e-02,1.81081498e+00,1.71333635e+00
2.05800003e+02,-1.18935574e-03,1.80245769e+00,1.66080272e+00
2.06000000e+02,7.46103050e-03,1.79800963e+00,1.60040355e+00
2.06199997e+02,1.58852171e-02,1.79719090e+00,1.53190267e+00
2.06400009e+02,2.39715967e-02,1.80053091e+00,1.45491982e+00
2.06600006e+02,3.16151232e-02,1.80834711e+00,1.36950052e+00
2.06800003e+02,4.13936935e-02,1.81880808e+00,1.23051727e+00
2.07000000e+02,4.74447571e-02,1.84227467e+00,1.11011851e+00
2.07199997e+02,5.40821254e-02,1.86123025e+00,1.02625012e+00
2.07400009e+02,6.14707060e-02,1.88629127e+00,9.09431756e-01
2.07600006e+02,6.87573403e-02,1.91262889e+00,7.76287794e-01
2.07800003e+02,7.57657439e-02,1.94059169e+00,6.37587845e-01
2.08000000e+02,8.29019919e-02,1.96768129e+00,4.95530665e-01
2.08199997e+02,9.06670466e-02,1.99187374e+00,3.49331528e-01
2.08400009e+02,9.90404040e-02,2.01215029e+00,1.98651925e-01
2.08600006e+02,1.07299350e-01,2.02829456e+00,4.31592427e-02
2.08800003e+02,1.14958368e-01,2.04033780e+00,-1.16251558e-01
2.09000000e+02,1.22133508e-01,2.04803920e+00,-2.77604103e-01
2.09199997e+02,1.28807589e-01,2.05169249e+00,-4.39472198e-01
2.09400009e+02,1.34854063e-01,2.05146241e+00,-6.00163639e-01
2.09600006e+02,1.40167758e-01,2.04802418e+00,-7.57662416e-01
2.09800003e+02,1.43704027e-01,2.03351784e+00,-8.54151487e-01
2.10000000e+02,1.47299111e-01,2.03510189e+00,-1.00154960e+00
2.10199997e+02,1.49638280e-01,2.03910327e+00,-1.15520918e+00
2.10400009e+02,1.50195986e-01,2.04320860e+00,-1.29790366e+00
2.10600006e+02,1.49096236e-01,2.04656172e+00,-1.42470634e+00
2.10800003e+02,1.46687776e-01,2.05014157e+00,-1.53786910e+00
2.11000000e+02,1.43222898e-01,2.05440950e+00,-1.63959527e+00
2.11199997e+02,1.38700813e-01,2.05918074e+00,-1.73051476e+00
2.11400009e+02,1.33179858e-01,2.06422830e+00,-1.80985057e+00
2.11600006e+02,1.26754522e-01,2.06966066e+00,-1.87666118e+00
2.11800003e+02,1.19614594e-01,2.07556581e+00,-1.93017161e+00
2.12000000e+02,1.11862063e-01,2.08143020e+00,-1.97036839e+00
2.12199997e+02,1.03493609e-01,2.08691764e+00,-1.99833822e+00
2.12400009e+02,9.44038182e-02,2.09136391e+00,-2.01522470e+00
2.12600006e+02,8.48972201e-02,2.09338093e+00,-2.02138948e+00
2.12800003e+02,7.52274320e-02,2.09196281e+00,-2.01680493e+00
2.13000000e+02,6.54620975e-02,2.08644056e+00,-2.00134373e+00
2.13199997e+02,5.56985140e-02,2.07632637e+00,-1.97493613e+00
2.13400009e+02,4.60329428e-02,2.06140089e+00,-1.93780577e+00
2.13600006e+02,3.66094597e-02,2.04131746e+00,-1.89021623e+00
2.13800003e+02,2.74800174e-02,2.01559329e+00,-1.83236551e+00
2.14000000e+02,1.85464472e-02,1.98501074e+00,-1.76437020e+00
2.14199997e+02,9.66590457e-03,1.95058882e+00,-1.68610620e+00
2.14400009e+02,6.56859018e-04,1.91286957e+00,-1.59815180e+00
2.14600006e+02,-8.73137265e-03,1.87282276e+00,-1.50157034e+00
2.14800003e+02,-1.86225958e-02,1.83198893e+00,-1.39722228e+00
2.15000000e+02,-2.91784443e-02,1.79202139e+00,-1.28581822e+00
2.15199997e+02,-4.04345430e-02,1.75507033e+00,-1.16820455e+00
2.15400009e+02,-5.23929186e-02,1.72361696e+00,-1.04545307e+00
2.15600006e+02,-6.50443435e-02,1.69926703e+00,-9.18770015e-01
2.15800003e+02,-7.84412771e-02,1.68373430e+00,-7.89599836e-01
2.16000000e+02,-9.82361063e-02,1.68960607e+00,-6.01653218e-01
2.16199997e+02,-1.11531079e-01,1.68787253e+00,-4.76746559e-01
2.16400009e+02,-1.25863537e-01,1.69841206e+00,-3.57516199e-01
2.16600006e+02,-1.40184432e-01,1.72001064e+00,-2.28644550e-01
2.16800003e+02,-1.53511375e-01,1.74855256e+00,-9.51482058e-02
2.17000000e+02,-1.65162593e-01,1.78261113e+00,3.72359455e-02
2.17199997e+02,-1.74788997e-01,1.82135904e+00,1.67380586e-01
2.17400009e+02,-1.82216957e-01,1.86299896e+00,2.96140999e-01
2.17600006e+02,-1.87509313e-01,1.90466619e+00,4.23905134e-01
2.17800003e+02,-1.90535456e-01,1.94329214e+00,5.51070690e-01
2.18000000e+02,-1.90943494e-01,1.97672653e+00,6.77698314e-01
2.18199997e+02,-1.88682124e-01,2.00356555e+00,8.03214192e-01
2.18400009e+02,-1.84219018e-01,2.02296329e+00,9.26357090e-01
2.18600006e+02,-1.78126216e-01,2.03434420e+00,1.04557645e+00
2.18800003e+02,-1.74327150e-01,2.03617334e+00,1.11791646e+00
2.19000000e+02,-1.66324690e-01,2.03397346e+00,1.22853005e+00
2.19199997e+02,-1.57034308e-01,2.02809381e+00,1.33954263e+00
2.19400009e+02,-1.47635266e-01,2.01860619e+00,1.43895876e+00
2.19600006e+02,-1.38130575e-01,2.00571036e+00,1.52555525e+00
2.19800003e+02,-1.28270194e-01,1.99096334e+00,1.60198140e+00
2.20000000e+02,-1.18243843e-01,1.97584319e+00,1.66938925e+00
2.20199997e+02,-1.08323857e-01,1.96106136e+00,1.72737324e+00
2.20400009e+02,-9.86176655e-02,1.94680154e+00,1.77523673e+00
2.20600006e+02,-8.90796855e-02,1.93336618e+00,1.81315923e+00
2.20800003e+02,-7.96083584e-02,1.92095912e+00,1.84134996e+00
2.21000000e+02,-7.01003000e-02,1.90968955e+00,1.86056840e+00
2.21199997e+02,-6.05224185e-02,1.89969087e+00,1.87127924e+00
2.21400009e+02,-5.09244502e-02,1.89053404e+00,1.87375581e+00
2.21600006e+02,-4.13349122e-02,1.88200963e+00,1.86819708e+00
2.21800003e+02,-3.19384336e-02,1.87440276e+00,1.85461354e+00
2.22000000e+02,-2.27468740e-02,1.86759043e+00,1.83288229e+00
2.22199997e+02,-1.38124032e-02,1.86127687e+00,1.80289257e+00
2.22400009e+02,-5.31719439e-03,1.85578680e+00,1.76430571e+00
2.22600006e+02,2.71487026e-03,1.85156536e+00,1.71690893e+00
2.22800003e+02,1.02475593e-02,1.84861505e+00,1.66028738e+00
2.23000000e+02,1.72773842e-02,1.84686661e+00,1.59423804e+00
2.23199997e+02,2.38154028e-02,1.84667718e+00,1.51846850e+00
2.23400009e+02,2.99497899e-02,1.84839988e+00,1.43311632e+00
2.23600006e+02,3.77879366e-02,1.85977304e+00,1.29324555e+00
2.23800003e+02,4.27367054e-02,1.86571264e+00,1.17007983e+00
2.24000000e+02,4.88221012e-02,1.86971700e+00,1.08495665e+00
2.24199997e+02,5.56143820e-02,1.87597060e+00,9.66354489e-01
2.24400009e+02,6.24350645e-02,1.88508534e+00,8.31246674e-01
2.24600006e+02,6.91570044e-02,1.89884186e+00,6.90959811e-01
2.24800003e+02,7.62474239e-02,1.91595912e+00,5.48026741e-01
2.25000000e+02,8.40226188e-02,1.93449605e+00,4.01544809e-01
2.25199997e+02,9.21616033e-02,1.95450079e+00,2.50533402e-01
2.25400009e+02,9.99373570e-02,1.97630143e+00,9.42743421e-02
2.25600006e+02,1.07073508e-01,1.99905944e+00,-6.63876086e-02
2.25800003e+02,1.13853410e-01,2.02126813e+00,-2.29054183e-01
2.26000000e+02,1.20154493e-01,2.04208684e+00,-3.93098235e-01
2.26199997e+02,1.26070201e-01,2.06064939e+00,-5.56664705e-01
2.26400009e+02,1.31532162e-01,2.07592177e+00,-7.18194485e-01
2.26600006e+02,1.35303572e-01,2.08140302e+00,-8.17673922e-01
2.26800003e+02,1.39841557e-01,2.09199595e+00,-9.69939172e-01
