[Name]
User Points

[Data]
"Time [s]","Monitor Point: cm","Monitor Point: cx","Monitor Point: cy"
7.64000015e+01,1.57017991e-01,2.08735418e+00,-1.12464106e+00
7.65999985e+01,1.53530568e-01,2.09874415e+00,-1.26100624e+00
7.68000031e+01,1.49017647e-01,2.10590649e+00,-1.38554132e+00
7.70000000e+01,1.43674165e-01,2.10745811e+00,-1.49443817e+00
7.72000046e+01,1.37697652e-01,2.10430717e+00,-1.58992314e+00
7.74000015e+01,1.31269470e-01,2.09747672e+00,-1.67378616e+00
7.75999985e+01,1.24572128e-01,2.08729362e+00,-1.74623215e+00
7.78000031e+01,1.17716514e-01,2.07385492e+00,-1.80664682e+00
7.80000000e+01,1.10743843e-01,2.05740547e+00,-1.85455739e+00
7.82000046e+01,1.03504382e-01,2.03894877e+00,-1.89000678e+00
7.84000015e+01,9.58413184e-02,2.01925087e+00,-1.91342258e+00
7.85999985e+01,8.76101404e-02,1.99912190e+00,-1.92566621e+00
7.88000031e+01,7.88749978e-02,1.97914886e+00,-1.92756891e+00
7.90000000e+01,6.97188526e-02,1.95919824e+00,-1.91986060e+00
7.92000046e+01,6.01379126e-02,1.93935561e+00,-1.90292835e+00
7.94000015e+01,5.02428599e-02,1.91980326e+00,-1.87677634e+00
7.95999985e+01,4.01616395e-02,1.90053201e+00,-1.84169841e+00
7.98000031e+01,3.00015062e-02,1.88147569e+00,-1.79797888e+00
8.00000000e+01,1.98446997e-02,1.86310160e+00,-1.74590123e+00
8.02000046e+01,9.76058189e-03,1.84538305e+00,-1.68556106e+00
8.04000015e+01,-1.83996774e-04,1.82796454e+00,-1.61715317e+00
8.05999985e+01,-9.97449644e-03,1.81129384e+00,-1.54065466e+00
8.08000031e+01,-1.96256135e-02,1.79564953e+00,-1.45595682e+00
8.10000000e+01,-2.91244816e-02,1.78127992e+00,-1.36334109e+00
8.12000046e+01,-3.85370143e-02,1.76904547e+00,-1.26304114e+00
8.14000015e+01,-4.80871759e-02,1.75985658e+00,-1.15555704e+00
8.15999985e+01,-5.78468591e-02,1.75447822e+00,-1.04170704e+00
8.18000031e+01,-7.20139295e-02,1.76264477e+00,-8.67026389e-01
8.20000000e+01,-8.18971246e-02,1.76579523e+00,-7.46741295e-01
8.22000046e+01,-9.43007395e-02,1.78019369e+00,-6.08851552e-01
8.24000015e+01,-1.05178557e-01,1.79135549e+00,-5.02764285e-01
8.25999985e+01,-1.17411867e-01,1.81139266e+00,-3.67560446e-01
8.28000031e+01,-1.29151359e-01,1.83431911e+00,-2.24541932e-01
8.30000000e+01,-1.39787555e-01,1.85964108e+00,-8.26705769e-02
8.32000046e+01,-1.49421692e-01,1.88761902e+00,5.76354787e-02
8.34000015e+01,-1.58067212e-01,1.91758454e+00,1.97551176e-01
8.35999985e+01,-1.64754465e-01,1.94806731e+00,3.39103550e-01
8.38000031e+01,-1.68907046e-01,1.97736287e+00,4.82381880e-01
8.40000000e+01,-1.70707300e-01,2.00404859e+00,6.25664294e-01
8.42000046e+01,-1.70611352e-01,2.02724671e+00,7.66915739e-01
8.44000015e+01,-1.68638915e-01,2.04590797e+00,9.04642940e-01
8.45999985e+01,-1.67246193e-01,2.05821109e+00,9.88443494e-01
8.48000031e+01,-1.62769884e-01,2.06874657e+00,1.11645985e+00
8.50000000e+01,-1.56690136e-01,2.07626796e+00,1.24707305e+00
8.52000046e+01,-1.49975196e-01,2.07868886e+00,1.36572325e+00
8.54000015e+01,-1.42731607e-01,2.07597733e+00,1.47036827e+00
8.55999985e+01,-1.35070637e-01,2.06990647e+00,1.56317353e+00
8.58000031e+01,-1.27242535e-01,2.06208682e+00,1.64556921e+00
8.60000000e+01,-1.19463317e-01,2.05304670e+00,1.71710098e+00
8.62000046e+01,-1.11833982e-01,2.04270434e+00,1.77710319e+00
8.64000015e+01,-1.04327157e-01,2.03081083e+00,1.82521677e+00
8.65999985e+01,-9.68237594e-02,2.01699924e+00,1.86149621e+00
8.68000031e+01,-8.90818685e-02,2.00157619e+00,1.88642228e+00
8.70000000e+01,-8.09404477e-02,1.98523641e+00,1.90069938e+00
8.72000046e+01,-7.22608268e-02,1.96838319e+00,1.90506673e+00
8.74000015e+01,-6.32684529e-02,1.95071793e+00,1.89987814e+00
8.75999985e+01,-5.39798550e-02,1.93251896e+00,1.88564682e+00
8.78000031e+01,-4.43961807e-02,1.91403556e+00,1.86259949e+00
8.80000000e+01,-3.46311145e-02,1.89539862e+00,1.83097422e+00
8.82000046e+01,-2.48117168e-02,1.87707961e+00,1.79100585e+00
8.84000015e+01,-1.49844456e-02,1.85994554e+00,1.74244308e+00
8.85999985e+01,-5.26590878e-03,1.84465611e+00,1.68536341e+00
8.88000031e+01,4.16255230e-03,1.83121562e+00,1.61989176e+00
8.90000000e+01,1.32445563e-02,1.82018113e+00,1.54600871e+00
8.92000046e+01,2.19874233e-02,1.81209290e+00,1.46367335e+00
8.94000015e+01,3.04797981e-02,1.80705643e+00,1.37296081e+00
8.95999985e+01,3.87561023e-02,1.80543458e+00,1.27412307e+00
8.98000031e+01,4.69774827e-02,1.80734074e+00,1.16745389e+00
9.00000000e+01,5.83569780e-02,1.81622386e+00,1.00058877e+00
9.02000046e+01,6.66314512e-02,1.82769799e+00,8.61694455e-01
9.04000015e+01,7.53672495e-02,1.83860219e+00,7.66813278e-01
9.05999985e+01,8.56120959e-02,1.85288310e+00,6.38285339e-01
9.08000031e+01,9.59760770e-02,1.86705685e+00,4.94943351e-01
9.10000000e+01,1.05856068e-01,1.88290536e+00,3.48942816e-01
9.12000046e+01,1.15557298e-01,1.90067959e+00,2.03182146e-01
9.14000015e+01,1.25348538e-01,1.91888702e+00,5.70754223e-02
9.15999985e+01,1.34827614e-01,1.93721354e+00,-9.02126729e-02
9.18000031e+01,1.43121973e-01,1.95589507e+00,-2.39569068e-01
9.20000000e+01,1.49717182e-01,1.97510421e+00,-3.90458256e-01
9.22000046e+01,1.54527038e-01,1.99456894e+00,-5.41531682e-01
9.24000015e+01,1.57685757e-01,2.01396370e+00,-6.91410720e-01
9.25999985e+01,1.59158543e-01,2.03233838e+00,-8.38771820e-01
9.28000031e+01,1.60091907e-01,2.04635119e+00,-9.28024590e-01
9.30000000e+01,1.59177020e-01,2.06255221e+00,-1.06553698e+00
9.32000046e+01,1.56491652e-01,2.07830381e+00,-1.20798683e+00
9.34000015e+01,1.52501941e-01,2.09103727e+00,-1.33931243e+00
9.35999985e+01,1.47398025e-01,2.09949231e+00,-1.45565104e+00
9.38000031e+01,1.41488343e-01,2.10418200e+00,-1.55889094e+00
9.40000000e+01,1.35039777e-01,2.10571194e+00,-1.65091395e+00
9.42000046e+01,1.28271699e-01,2.10392022e+00,-1.73185730e+00
9.44000015e+01,1.21337563e-01,2.09865379e+00,-1.80079210e+00
9.45999985e+01,1.14346758e-01,2.08989024e+00,-1.85690713e+00
9.48000031e+01,1.07300483e-01,2.07807660e+00,-1.89981914e+00
9.50000000e+01,1.00031510e-01,2.06384397e+00,-1.92975378e+00
9.52000046e+01,9.23749059e-02,2.04771161e+00,-1.94743836e+00
9.54000015e+01,8.42305049e-02,2.03045201e+00,-1.95380962e+00
9.55999985e+01,7.57196397e-02,2.01206803e+00,-1.94964075e+00
9.58000031e+01,6.68704361e-02,1.99242187e+00,-1.93536305e+00
9.60000000e+01,5.76384142e-02,1.97175527e+00,-1.91117132e+00
9.62000046e+01,4.80733924e-02,1.95023203e+00,-1.87740958e+00
9.64000015e+01,3.82446423e-02,1.92788482e+00,-1.83456516e+00
9.65999985e+01,2.82753650e-02,1.90486693e+00,-1.78301692e+00
9.68000031e+01,1.82319209e-02,1.88165414e+00,-1.72312105e+00
9.70000000e+01,8.11811443e-03,1.85858130e+00,-1.65514064e+00
9.72000046e+01,-2.01254245e-03,1.83579493e+00,-1.57923567e+00
9.74000015e+01,-1.21406810e-02,1.81413400e+00,-1.49564433e+00
9.75999985e+01,-2.22954191e-02,1.79448140e+00,-1.40439022e+00
9.78000031e+01,-3.24235372e-02,1.77737021e+00,-1.30583632e+00
9.80000000e+01,-4.26004715e-02,1.76389587e+00,-1.20044863e+00
9.82000046e+01,-5.29825874e-02,1.75475621e+00,-1.08868051e+00
9.84000015e+01,-6.36316836e-02,1.75042760e+00,-9.71250832e-01
9.85999985e+01,-7.91174471e-02,1.76088774e+00,-7.92956829e-01
9.88000031e+01,-8.97430629e-02,1.76535976e+00,-6.70805633e-01
9.90000000e+01,-1.01726733e-01,1.77710664e+00,-5.51985860e-01
9.92000046e+01,-1.14200920e-01,1.79374039e+00,-4.21707153e-01
9.94000015e+01,-1.26671001e-01,1.81177080e+00,-2.84365505e-01
9.95999985e+01,-1.38377294e-01,1.83155096e+00,-1.45398304e-01
9.98000031e+01,-1.48938626e-01,1.85360587e+00,-6.80426741e-03
1.00000000e+02,-1.58319592e-01,1.87766683e+00,1.31505594e-01
1.00199997e+02,-1.66416571e-01,1.90307713e+00,2.69387394e-01
1.00400002e+02,-1.72365785e-01,1.92896891e+00,4.07809019e-01
1.00599998e+02,-1.75708398e-01,1.95446754e+00,5.46581984e-01
1.00800003e+02,-1.76615953e-01,1.97921813e+00,6.84480965e-01
1.01000000e+02,-1.75532117e-01,2.00322437e+00,8.19991708e-01
1.01199997e+02,-1.72536522e-01,2.02562213e+00,9.51822639e-01
1.01400002e+02,-1.70495078e-01,2.04749346e+00,1.03268945e+00
1.01599998e+02,-1.64970368e-01,2.06405926e+00,1.15582108e+00
1.01800003e+02,-1.57750607e-01,2.07799196e+00,1.28119087e+00
1.02000000e+02,-1.49949297e-01,2.08711600e+00,1.39518142e+00
1.02199997e+02,-1.41666070e-01,2.09060764e+00,1.49601984e+00
1.02400002e+02,-1.32996544e-01,2.08968544e+00,1.58580399e+00
1.02599998e+02,-1.24208339e-01,2.08575773e+00,1.66564703e+00
1.02800003e+02,-1.15607753e-01,2.07901335e+00,1.73482656e+00
1.03000000e+02,-1.07344873e-01,2.06932664e+00,1.79262269e+00
1.03199997e+02,-9.94482264e-02,2.05612683e+00,1.83841836e+00
1.03400002e+02,-9.17121246e-02,2.03911972e+00,1.87224448e+00
1.03599998e+02,-8.39320049e-02,2.01892352e+00,1.89445555e+00
1.03800003e+02,-7.59090856e-02,1.99651790e+00,1.90569901e+00
1.04000000e+02,-6.75856099e-02,1.97239864e+00,1.90646040e+00
1.04199997e+02,-5.90965524e-02,1.94705474e+00,1.89710510e+00
1.04400002e+02,-5.03575169e-02,1.92148411e+00,1.87826645e+00
1.04599998e+02,-4.13253382e-02,1.89654434e+00,1.85035014e+00
1.04800003e+02,-3.20573598e-02,1.87272930e+00,1.81379640e+00
1.05000000e+02,-2.25827061e-02,1.85075343e+00,1.76920354e+00
1.05199997e+02,-1.29678333e-02,1.83169699e+00,1.71655679e+00
1.05400002e+02,-3.35503928e-03,1.81589413e+00,1.65579534e+00
1.05599998e+02,6.10695686e-03,1.80303216e+00,1.58724654e+00
1.05800003e+02,1.53169474e-02,1.79353535e+00,1.51081717e+00
1.06000000e+02,2.42761485e-02,1.78775370e+00,1.42659795e+00
1.06199997e+02,3.30302902e-02,1.78581595e+00,1.33436394e+00
1.06400002e+02,4.15454321e-02,1.78795874e+00,1.23425508e+00
1.06599998e+02,5.31200580e-02,1.79417324e+00,1.07576215e+00
1.06800003e+02,6.05366901e-02,1.80834365e+00,9.63037670e-01
1.07000000e+02,6.96914345e-02,1.83100998e+00,8.29415023e-01
1.07199997e+02,7.87610263e-02,1.84709573e+00,7.25515604e-01
1.07400002e+02,8.85677412e-02,1.86873448e+00,5.90880692e-01
1.07599998e+02,9.81884003e-02,1.89231288e+00,4.46211904e-01
1.07800003e+02,1.07610442e-01,1.91718912e+00,3.00484985e-01
1.08000000e+02,1.17170699e-01,1.94261765e+00,1.54438719e-01
1.08199997e+02,1.26933679e-01,1.96729946e+00,6.99165836e-03
1.08400002e+02,1.36242583e-01,1.99063253e+00,-1.42681435e-01
1.08599998e+02,1.44255474e-01,2.01216912e+00,-2.94778168e-01
1.08800003e+02,1.50574803e-01,2.03178024e+00,-4.48300511e-01
1.09000000e+02,1.55402347e-01,2.04958081e+00,-6.01231873e-01
1.09199997e+02,1.58586308e-01,2.06420231e+00,-7.52695739e-01
1.09400002e+02,1.60163358e-01,2.07505822e+00,-9.00497317e-01
1.09599998e+02,1.61078513e-01,2.07735944e+00,-9.90831912e-01
1.09800003e+02,1.60025030e-01,2.08535194e+00,-1.12794757e+00
1.10000000e+02,1.57081813e-01,2.09248543e+00,-1.26983070e+00
1.10199997e+02,1.52798310e-01,2.09641814e+00,-1.40015090e+00
1.10400002e+02,1.47492766e-01,2.09616375e+00,-1.51443017e+00
1.10599998e+02,1.41398072e-01,2.09314799e+00,-1.61465108e+00
1.10800003e+02,1.34779662e-01,2.08840275e+00,-1.70282507e+00
1.11000000e+02,1.27851129e-01,2.08213067e+00,-1.77935302e+00
1.11199997e+02,1.20747678e-01,2.07414055e+00,-1.84352517e+00
1.11400002e+02,1.13507710e-01,2.06445503e+00,-1.89468825e+00
1.11599998e+02,1.06022939e-01,2.05358887e+00,-1.93255758e+00
1.11800003e+02,9.81752202e-02,2.04173183e+00,-1.95766997e+00
1.12000000e+02,8.98100138e-02,2.02916217e+00,-1.97104204e+00
1.12199997e+02,8.10352862e-02,2.01584458e+00,-1.97370803e+00
1.12400002e+02,7.20029846e-02,2.00132537e+00,-1.96603537e+00
1.12599998e+02,6.27075657e-02,1.98526108e+00,-1.94836390e+00
1.12800003e+02,5.32236509e-02,1.96772766e+00,-1.92072058e+00
1.13000000e+02,4.35938798e-02,1.94871616e+00,-1.88338757e+00
1.13199997e+02,3.39690112e-02,1.92792928e+00,-1.83674526e+00
1.13400002e+02,2.43894793e-02,1.90566564e+00,-1.78114760e+00
1.13599998e+02,1.48585690e-02,1.88254273e+00,-1.71679413e+00
1.13800003e+02,5.37911570e-03,1.85852885e+00,-1.64388859e+00
1.14000000e+02,-4.12829872e-03,1.83400214e+00,-1.56263208e+00
1.14199997e+02,-1.37330377e-02,1.81053722e+00,-1.47342968e+00
1.14400002e+02,-2.35155281e-02,1.78916490e+00,-1.37656379e+00
1.14599998e+02,-3.34545188e-02,1.77074373e+00,-1.27267742e+00
1.14800003e+02,-4.36626524e-02,1.75651038e+00,-1.16237628e+00
1.15000000e+02,-5.42560741e-02,1.74713457e+00,-1.04619575e+00
1.15199997e+02,-6.53538480e-02,1.74336314e+00,-9.25123930e-01
1.15400002e+02,-8.17775503e-02,1.75674224e+00,-7.43376970e-01
1.15599998e+02,-9.31217447e-02,1.76210570e+00,-6.19798958e-01
1.15800003e+02,-1.05746597e-01,1.77488184e+00,-5.00144720e-01
1.16000000e+02,-1.18793286e-01,1.79329467e+00,-3.69530737e-01
1.16199997e+02,-1.31623313e-01,1.81385899e+00,-2.32455596e-01
1.16400002e+02,-1.43376976e-01,1.83707464e+00,-9.41311941e-02
1.16599998e+02,-1.53685927e-01,1.86328721e+00,4.38106470e-02
1.16800003e+02,-1.62491307e-01,1.89188766e+00,1.81422859e-01
1.17000000e+02,-1.69714555e-01,1.92160094e+00,3.18421602e-01
1.17199997e+02,-1.74644634e-01,1.95079136e+00,4.55821127e-01
1.17400002e+02,-1.76996112e-01,1.97831273e+00,5.93272865e-01
1.17599998e+02,-1.76893219e-01,2.00333905e+00,7.29593933e-01
1.17800003e+02,-1.74829617e-01,2.02543211e+00,8.63078058e-01
1.18000000e+02,-1.73425049e-01,2.04124069e+00,9.44605768e-01
1.18199997e+02,-1.68821961e-01,2.05478621e+00,1.06964552e+00
1.18400002e+02,-1.62577704e-01,2.06527305e+00,1.19693208e+00
1.18599998e+02,-1.55480862e-01,2.07047701e+00,1.31330860e+00
1.18800003e+02,-1.47770509e-01,2.07015419e+00,1.41655600e+00
1.19000000e+02,-1.39442638e-01,2.06619501e+00,1.50975704e+00
1.19199997e+02,-1.30721301e-01,2.05983615e+00,1.59437907e+00
1.19400002e+02,-1.21975057e-01,2.05104280e+00,1.66972101e+00
1.19599998e+02,-1.13376923e-01,2.03963852e+00,1.73436773e+00
1.19800003e+02,-1.04971193e-01,2.02592540e+00,1.78760076e+00
1.20000000e+02,-9.67394039e-02,2.01007771e+00,1.82924926e+00
1.20199997e+02,-8.85746107e-02,1.99235332e+00,1.85950410e+00
1.20400002e+02,-8.03207979e-02,1.97340739e+00,1.87893534e+00
1.20599998e+02,-7.18372166e-02,1.95390463e+00,1.88823843e+00
1.20800003e+02,-6.30438626e-02,1.93412805e+00,1.88812804e+00
1.21000000e+02,-5.40992133e-02,1.91401231e+00,1.87885487e+00
1.21199997e+02,-4.49952632e-02,1.89418244e+00,1.86065090e+00
1.21400002e+02,-3.57701220e-02,1.87492049e+00,1.83391881e+00
1.21599998e+02,-2.64809392e-02,1.85617685e+00,1.79905832e+00
1.21800003e+02,-1.71748642e-02,1.83862174e+00,1.75614452e+00
1.22000000e+02,-7.92243704e-03,1.82315850e+00,1.70511591e+00
1.22199997e+02,1.16212270e-03,1.81026840e+00,1.64576316e+00
1.22400002e+02,9.94470529e-03,1.80025995e+00,1.57802165e+00
1.22599998e+02,1.83548406e-02,1.79384398e+00,1.50197434e+00
1.22800003e+02,2.64788270e-02,1.79137969e+00,1.41755664e+00
1.23000000e+02,3.43171246e-02,1.79274309e+00,1.32499361e+00
1.23199997e+02,4.47424464e-02,1.79897785e+00,1.17592978e+00
1.23400002e+02,5.13663292e-02,1.81202757e+00,1.06872725e+00
1.23599998e+02,5.95105663e-02,1.83302069e+00,9.40909266e-01
1.23800003e+02,6.76516891e-02,1.84863043e+00,8.41353357e-01
1.24000000e+02,7.64620155e-02,1.86922729e+00,7.11182296e-01
1.24199997e+02,8.51109177e-02,1.89230406e+00,5.70199490e-01
1.24400002e+02,9.36160013e-02,1.91743791e+00,4.27034318e-01
1.24599998e+02,1.02353618e-01,1.94262755e+00,2.82578766e-01
1.24800003e+02,1.11443713e-01,1.96623671e+00,1.35617897e-01
1.25000000e+02,1.20375477e-01,1.98742700e+00,-1.46789532e-02
1.25199997e+02,1.28399342e-01,2.00596881e+00,-1.68189034e-01
1.25400002e+02,1.35148123e-01,2.02128911e+00,-3.24093372e-01
1.25599998e+02,1.40851527e-01,2.03347826e+00,-4.80048329e-01
1.25800003e+02,1.45359203e-01,2.04295659e+00,-6.34914756e-01
1.26000000e+02,1.48703858e-01,2.04971576e+00,-7.86497235e-01
1.26199997e+02,1.50904283e-01,2.04854512e+00,-8.79312813e-01
1.26400002e+02,1.52277201e-01,2.05603862e+00,-1.02034557e+00
1.26599998e+02,1.52166948e-01,2.06486249e+00,-1.16666281e+00
1.26800003e+02,1.50491789e-01,2.07242322e+00,-1.30199516e+00
1.27000000e+02,1.47460073e-01,2.07779503e+00,-1.42210567e+00
1.27199997e+02,1.43460646e-01,2.08198166e+00,-1.52878892e+00
1.27400002e+02,1.38645291e-01,2.08566785e+00,-1.62437415e+00
1.27599998e+02,1.33106411e-01,2.08884478e+00,-1.70925701e+00
1.27800003e+02,1.26958042e-01,2.09117270e+00,-1.78284073e+00
1.28000000e+02,1.20286673e-01,2.09232283e+00,-1.84425259e+00
1.28199997e+02,1.13159932e-01,2.09184003e+00,-1.89287639e+00
1.28400009e+02,1.05553553e-01,2.08938646e+00,-1.92862499e+00
1.28600006e+02,9.74029675e-02,2.08422208e+00,-1.95217383e+00
1.28800003e+02,8.86120349e-02,2.07564974e+00,-1.96447682e+00
1.29000000e+02,7.94303566e-02,2.06284785e+00,-1.96592891e+00
1.29199997e+02,7.00436085e-02,2.04517293e+00,-1.95656514e+00
1.29400009e+02,6.04939386e-02,2.02283812e+00,-1.93632066e+00
1.29600006e+02,5.08681089e-02,1.99670613e+00,-1.90525568e+00
1.29800003e+02,4.12328653e-02,1.96755731e+00,-1.86368847e+00
1.30000000e+02,3.17397304e-02,1.93600082e+00,-1.81203365e+00
1.30199997e+02,2.23855134e-02,1.90309489e+00,-1.75088942e+00
1.30400009e+02,1.31359864e-02,1.86948323e+00,-1.68058503e+00
1.30600006e+02,3.87020293e-03,1.83581650e+00,-1.60158360e+00
1.30800003e+02,-5.48149087e-03,1.80364585e+00,-1.51436770e+00
1.31000000e+02,-1.50509523e-02,1.77437484e+00,-1.41987932e+00
1.31199997e+02,-2.49274764e-02,1.74906468e+00,-1.31862056e+00
1.31400009e+02,-3.51383016e-02,1.72886002e+00,-1.21138132e+00
1.31600006e+02,-4.57851291e-02,1.71496558e+00,-1.09900796e+00
1.31800003e+02,-5.68802878e-02,1.70799887e+00,-9.81740952e-01
1.32000000e+02,-6.86127394e-02,1.70892131e+00,-8.60662758e-01
1.32199997e+02,-8.59553367e-02,1.72353399e+00,-6.80219352e-01
1.32400009e+02,-9.77129489e-02,1.74066234e+00,-5.59405565e-01
1.32600006e+02,-1.10560983e-01,1.76782298e+00,-4.42630768e-01
1.32800003e+02,-1.23635009e-01,1.80126476e+00,-3.14999998e-01
1.33000000e+02,-1.36242107e-01,1.83586681e+00,-1.81028426e-01
1.33199997e+02,-1.47596970e-01,1.87062931e+00,-4.56884354e-02
1.33400009e+02,-1.57326713e-01,1.90463507e+00,8.93701985e-02
1.33600006e+02,-1.65428191e-01,1.93689418e+00,2.23954290e-01
1.33800003e+02,-1.71938270e-01,1.96623445e+00,3.57671410e-01
1.34000000e+02,-1.76279277e-01,1.99142313e+00,4.91009653e-01
1.34199997e+02,-1.78116009e-01,2.01194668e+00,6.23564959e-01
1.34400009e+02,-1.77529022e-01,2.02783084e+00,7.54495919e-01
1.34600006e+02,-1.75019488e-01,2.03899026e+00,8.82156909e-01
1.34800003e+02,-1.73353180e-01,2.04013515e+00,9.59225357e-01
1.35000000e+02,-1.68332949e-01,2.04499125e+00,1.07836092e+00
1.35199997e+02,-1.61643744e-01,2.04770708e+00,1.19920254e+00
1.35400009e+02,-1.54031232e-01,2.04623318e+00,1.30927038e+00
1.35600006e+02,-1.45670533e-01,2.04008532e+00,1.40720475e+00
1.35800003e+02,-1.36518449e-01,2.03120852e+00,1.49604416e+00
1.36000000e+02,-1.26903579e-01,2.02101874e+00,1.57678258e+00
1.36199997e+02,-1.17176689e-01,2.00977063e+00,1.64871216e+00
1.36400009e+02,-1.07562341e-01,1.99723876e+00,1.71047664e+00
1.36600006e+02,-9.81533378e-02,1.98371542e+00,1.76172221e+00
1.36800003e+02,-8.89668167e-02,1.96935380e+00,1.80229712e+00
1.37000000e+02,-7.99823254e-02,1.95475566e+00,1.83240223e+00
1.37199997e+02,-7.11289868e-02,1.94076753e+00,1.85237372e+00
1.37400009e+02,-6.23983033e-02,1.92752516e+00,1.86261475e+00
1.37600006e+02,-5.37207052e-02,1.91538274e+00,1.86354268e+00
1.37800003e+02,-4.51979600e-02,1.90450144e+00,1.85519207e+00
1.38000000e+02,-3.68694216e-02,1.89450657e+00,1.83760703e+00
1.38199997e+02,-2.87382510e-02,1.88497412e+00,1.81088889e+00
1.38400009e+02,-2.07454469e-02,1.87593591e+00,1.77525735e+00
1.38600006e+02,-1.29280174e-02,1.86750889e+00,1.73070526e+00
1.38800003e+02,-5.27575379e-03,1.85961461e+00,1.67739034e+00
1.39000000e+02,2.25215242e-03,1.85223424e+00,1.61517859e+00
1.39199997e+02,9.59234964e-03,1.84588826e+00,1.54407287e+00
1.39400009e+02,1.67769324e-02,1.84102309e+00,1.46417403e+00
1.39600006e+02,2.39194725e-02,1.83749425e+00,1.37591016e+00
1.39800003e+02,3.36008035e-02,1.83959818e+00,1.23311806e+00
1.40000000e+02,3.99472937e-02,1.83899653e+00,1.12945557e+00
1.40199997e+02,4.78580333e-02,1.84065187e+00,1.00521433e+00
1.40400009e+02,5.56928478e-02,1.84308028e+00,9.08849061e-01
1.40600006e+02,6.41546324e-02,1.84876537e+00,7.82311857e-01
1.40800003e+02,7.25670829e-02,1.85817623e+00,6.45018458e-01
1.41000000e+02,8.07869285e-02,1.87148499e+00,5.05421758e-01
1.41199997e+02,8.92279223e-02,1.88869965e+00,3.64369482e-01
1.41400009e+02,9.80019122e-02,1.90873623e+00,2.20695361e-01
1.41600006e+02,1.06694899e-01,1.93110836e+00,7.35686868e-02
1.41800003e+02,1.14657097e-01,1.95568335e+00,-7.71928951e-02
1.42000000e+02,1.21524118e-01,1.98128331e+00,-2.31004491e-01
1.42199997e+02,1.27520323e-01,2.00654078e+00,-3.85909349e-01
1.42400009e+02,1.32615000e-01,2.03074694e+00,-5.40979385e-01
1.42600006e+02,1.36824742e-01,2.05255985e+00,-6.94543123e-01
1.42800003e+02,1.39709324e-01,2.06632113e+00,-7.87968695e-01
1.43000000e+02,1.42644852e-01,2.08235669e+00,-9.33104575e-01
1.43199997e+02,1.44510016e-01,2.09767318e+00,-1.08453310e+00
1.43400009e+02,1.44867152e-01,2.10991931e+00,-1.22590077e+00
1.43600006e+02,1.43915161e-01,2.11868787e+00,-1.35256743e+00
1.43800003e+02,1.42141223e-01,2.12446427e+00,-1.46596503e+00
1.44000000e+02,1.39608055e-01,2.12742662e+00,-1.56819093e+00
1.44199997e+02,1.36308953e-01,2.12735152e+00,-1.65927398e+00
1.44400009e+02,1.32232636e-01,2.12418318e+00,-1.73832226e+00
1.44600006e+02,1.27378821e-01,2.11808252e+00,-1.80438924e+00
1.44800003e+02,1.21745087e-01,2.10918236e+00,-1.85701609e+00
1.45000000e+02,1.15252279e-01,2.09764481e+00,-1.89625192e+00
1.45199997e+02,1.07869059e-01,2.08390856e+00,-1.92276835e+00
1.45400009e+02,9.94237140e-02,2.06841993e+00,-1.93774629e+00
1.45600006e+02,9.00530741e-02,2.05077934e+00,-1.94225967e+00
1.45800003e+02,8.00169408e-02,2.03080654e+00,-1.93663168e+00
1.46000000e+02,6.94454163e-02,2.00843191e+00,-1.92098379e+00
1.46199997e+02,5.84743805e-02,1.98405457e+00,-1.89538920e+00
1.46400009e+02,4.73254025e-02,1.95865107e+00,-1.86025965e+00
1.46600006e+02,3.62931117e-02,1.93262351e+00,-1.81587255e+00
1.46800003e+02,2.55422276e-02,1.90619826e+00,-1.76272452e+00
1.47000000e+02,1.51163619e-02,1.87995970e+00,-1.70113397e+00
1.47199997e+02,5.04540047e-03,1.85416734e+00,-1.63104737e+00
1.47400009e+02,-4.76514315e-03,1.82941496e+00,-1.55240524e+00
1.47600006e+02,-1.44259259e-02,1.80683422e+00,-1.46546364e+00
1.47800003e+02,-2.40238514e-02,1.78695357e+00,-1.37052703e+00
1.48000000e+02,-3.36828232e-02,1.77030635e+00,-1.26821804e+00
1.48199997e+02,-4.35162336e-02,1.75772572e+00,-1.15899503e+00
1.48400009e+02,-5.36961146e-02,1.74987090e+00,-1.04351866e+00
1.48600006e+02,-6.43511042e-02,1.74742818e+00,-9.22786534e-01
1.48800003e+02,-8.01446065e-02,1.76124609e+00,-7.41356015e-01
1.49000000e+02,-9.12700742e-02,1.76820505e+00,-6.18820310e-01
1.49199997e+02,-1.03732891e-01,1.78215957e+00,-5.01102149e-01
1.49400009e+02,-1.18040599e-01,1.80559778e+00,-3.51410806e-01
1.49600006e+02,-1.29418224e-01,1.81981385e+00,-2.41146997e-01
1.49800003e+02,-1.41317397e-01,1.84220922e+00,-1.07232489e-01
1.50000000e+02,-1.52038231e-01,1.86629689e+00,3.13595086e-02
1.50199997e+02,-1.60976350e-01,1.89034593e+00,1.67180657e-01
1.50400009e+02,-1.68134034e-01,1.91477025e+00,3.00576150e-01
1.50600006e+02,-1.73278213e-01,1.93852937e+00,4.33850706e-01
1.50800003e+02,-1.75904870e-01,1.96090341e+00,5.67362130e-01
1.51000000e+02,-1.75844565e-01,1.98122120e+00,7.00144112e-01
1.51199997e+02,-1.73542440e-01,1.99938023e+00,8.30410123e-01
1.51400009e+02,-1.71965078e-01,2.01410556e+00,9.09828901e-01
